movie,cast,Role
Navy Seals vs. Zombies ,Michael Dudikoff,actor
Neal 'N' Nikki ,Uday Chopra,actor
Nebraska ,Bruce Dern,actor
Need for Speed ,Dominic Cooper,actor
Neighbors ,Carla Gallo,actor
Neighbors 2: Sorority Rising ,Ike Barinholtz,actor
Nerve ,Marc John Jefferies,actor
Network ,Faye Dunaway,actor
Never Again ,Bill Duke,actor
Never Back Down ,Neil Brown Jr.,actor
Never Back Down 2: The Beatdown ,Alex Meraz,actor
Never Let Me Go ,Charlie Rowe,actor
Never Say Never Again ,Klaus Maria Brandauer,actor
New in Town ,Frances Conroy,actor
New Nightmare ,Heather Langenkamp,actor
New Year's Eve ,Common,actor
New York Minute ,Bob Saget,actor
New York Stories ,Larry David,actor
"New York, New York ",Liza Minnelli,actor
Newlyweds ,Caitlin FitzGerald,actor
Next Day Air ,Donald Faison,actor
Next Friday ,Mike Epps,actor
Next Stop Wonderland ,Callie Thorne,actor
Niagara ,Jean Peters,actor
Nicholas Nickleby ,Anne Hathaway,actor
Nick and Norah's Infinite Playlist ,Alexis Dziena,actor
Night at the Museum ,Rami Malek,actor
Night at the Museum: Battle of the Smithsonian ,Rami Malek,actor
Night at the Museum: Secret of the Tomb ,Rami Malek,actor
Night of the Living Dead ,Duane Jones,actor
Night of the Living Dead ,Duane Jones,actor
Night Watch ,Aleksey Chadov,actor
Nightcrawler ,Michael Papajohn,actor
Nighthawks ,Lindsay Wagner,actor
Nikita             ,Xander Berkeley,actor
Nim's Island ,Anthony Simcoe,actor
Nine ,Elio Germano,actor
Nine Dead ,William Lee Scott,actor
Nine Queens ,Gast?n Pauls,actor
Ninja Assassin ,Ben Miles,actor
Nixon ,Bob Hoskins,actor
No Country for Old Men ,Stephen Root,actor
No End in Sight ,Dick Cheney,actor
No Escape ,Claire Geare,actor
No Good Deed ,Kate del Castillo,actor
No Man's Land: The Rise of Reeker ,Lew Temple,actor
No Reservations ,Lily Rabe,actor
No Strings Attached ,Greta Gerwig,actor
No Vacancy ,Rachel Sterling,actor
Noah ,Emma Watson,actor
Nomad: The Warrior ,Kuno Becker,actor
Non-Stop ,Nate Parker,actor
North Country ,Charlize Theron,actor
Northfork ,Anthony Edwards,actor
Not Another Teen Movie ,JoAnna Garcia Swisher,actor
Not Cool ,Kurt Angle,actor
Not Easily Broken ,Jenifer Lewis,actor
Notes on a Scandal ,Andrew Simpson,actor
Nothing ,Angelo Tsarouchas,actor
Nothing But a Man ,Gloria Foster,actor
Nothing to Lose ,Michael McKean,actor
Notting Hill ,Clarke Peters,actor
November ,Anne Archer,actor
Novocaine ,Lynne Thigpen,actor
Now Is Good ,Olivia Williams,actor
Now You See Me ,Common,actor
Now You See Me 2 ,Morgan Freeman,actor
Nowhere Boy ,Ophelia Lovibond,actor
Nowhere in Africa ,Juliane K?hler,actor
Nowhere to Run ,Rosanna Arquette,actor
N-Secure ,Lamman Rucker,actor
Nurse 3D ,Katrina Bowden,actor
Nurse Betty ,Pruitt Taylor Vince,actor
Nutty Professor II: The Klumps ,Janet Jackson,actor
O ,Andrew Keegan,actor
O ,Andrew Keegan,actor
"O Brother, Where Art Thou  ",Tim Blake Nelson,actor
Obitaemyy ostrov ,Fedor Bondarchuk,actor
Oblivion ,Tom Cruise,actor
Observe and Report ,Celia Weston,actor
Obvious Child ,Jenny Slate,actor
Oceans ,Jacques Perrin,actor
Ocean's Eleven ,Bernie Mac,actor
Ocean's Thirteen ,Matt Damon,actor
Ocean's Twelve ,Julia Roberts,actor
October Baby ,Robert Amaya,actor
Octopussy ,Kabir Bedi,actor
Oculus ,Rory Cochrane,actor
Of Gods and Men ,Michael Lonsdale,actor
Of Horses and Men ,Charlotte B?ving,actor
Office Space ,Stephen Root,actor
Old Dogs ,Bernie Mac,actor
Old Joy ,Lucy,actor
Old School ,Leah Remini,actor
Oldboy ,Ji-tae Yu,actor
Oliver Twist ,Barney Clark,actor
Oliver! ,Ron Moody,actor
Olympus Has Fallen ,Morgan Freeman,actor
On Deadly Ground ,Joan Chen,actor
On Her Majesty's Secret Service ,George Lazenby,actor
On the Downlow ,Michael Cortez,actor
On the Line ,Tamala Jones,actor
On the Outs ,Flaco Navaja,actor
On the Road ,Viggo Mortensen,actor
On the Waterfront ,Karl Malden,actor
Once ,Mark?ta Irglov?,actor
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Marv Albert,actor
Once Upon a Time in America ,Burt Young,actor
Once Upon a Time in Mexico ,Salma Hayek,actor
Once Upon a Time in Queens ,Michael Rapaport,actor
Once Upon a Time in the West ,Woody Strode,actor
Ondine ,Stephen Rea,actor
One Day ,Jim Sturgess,actor
One Direction: This Is Us ,Zayn Malik,actor
One Flew Over the Cuckoo's Nest ,Michael Berryman,actor
One for the Money ,Debbie Reynolds,actor
One Hour Photo ,Gary Cole,actor
One Man's Hero ,Joaquim de Almeida,actor
One Missed Call ,Jason Beghe,actor
One Night with the King ,Tiffany Dupont,actor
One to Another ,Lizzie Brocher?,actor
One True Thing ,William Hurt,actor
Ong-bak 2 ,Petchtai Wongkamlao,actor
Only God Forgives ,Kristin Scott Thomas,actor
Only the Strong ,Ryan Bollman,actor
Opal Dream ,Vince Colosimo,actor
Open Range ,Michael Jeter,actor
Open Road ,Kristi Clainos,actor
Open Season ,Debra Messing,actor
Open Secret ,John Ireland,actor
Open Water ,Saul Stein,actor
Operation Chromite ,Dean Dawson,actor
Ordet ,Sylvia Eckhausen,actor
Ordinary People ,Elizabeth McGovern,actor
Orgazmo ,Dian Bachar,actor
Original Sin ,Gregory Itzin,actor
Orphan ,CCH Pounder,actor
Osama ,Zubaida Sahar,actor
Oscar and Lucinda ,Richard Roxburgh,actor
Osmosis Jones ,Brandy Norwood,actor
Ouija ,Shelley Hennig,actor
Our Brand Is Crisis ,Zoe Kazan,actor
Our Family Wedding ,Lance Gross,actor
Our Idiot Brother ,Adam Scott,actor
Our Kind of Traitor ,Pawel Szajda,actor
Out Cold ,Jason London,actor
Out of Africa ,Michael Gough,actor
Out of Inferno ,Angelica Lee,actor
Out of Sight ,Albert Brooks,actor
Out of the Blue ,Don Gordon,actor
Out of the Blue ,Matthew Sunderland,actor
Out of the Dark ,Pixie Davies,actor
Out of the Furnace ,Sam Shepard,actor
Out of Time ,Sanaa Lathan,actor
Outbreak ,Morgan Freeman,actor
Outlander             ,Graham McTavish,actor
Outside Bet ,Jenny Agutter,actor
Outside Providence ,George Wendt,actor
Over Her Dead Body ,William Morgan Sheppard,actor
Over the Hedge ,Steve Carell,actor
Over the Hill to the Poorhouse ,Johnnie Walker,actor
Owning Mahowny ,Minnie Driver,actor
Oz the Great and Powerful ,Mila Kunis,actor
Oz the Great and Powerful ,Mila Kunis,actor
P.S. I Love You ,Harry Connick Jr.,actor
Paa ,Abhishek Bachchan,actor
Pacific Rim ,Clifton Collins Jr.,actor
Paddington ,Matt Lucas,actor
Pain & Gain ,Larry Hankin,actor
Paint Your Wagon ,Lee Marvin,actor
Pale Rider ,Chris Penn,actor
Palo Alto ,Nat Wolff,actor
Pan ,Cara Delevingne,actor
Pan ,Cara Delevingne,actor
Pan ,Cara Delevingne,actor
Pandaemonium ,Dexter Fletcher,actor
Pandora's Box ,Francis Lederer,actor
Pandorum ,Dennis Quaid,actor
Panic Room ,Dwight Yoakam,actor
Pan's Labyrinth ,Maribel Verd?,actor
Paparazzi ,Tom Hollander,actor
Paper Towns ,Cara Delevingne,actor
Paranormal Activity ,Ashley Palmer,actor
Paranormal Activity 2 ,Molly Ephraim,actor
Paranormal Activity 3 ,Sprague Grayden,actor
Paranormal Activity 4 ,Brendon Eggertsen,actor
Paranormal Activity: The Marked Ones ,Gloria Sandoval,actor
ParaNorman ,Kodi Smit-McPhee,actor
Parental Guidance ,Gedde Watanabe,actor
"Paris, je t'aime ",Miranda Richardson,actor
Parker ,Clifton Collins Jr.,actor
Partition ,Jesse Moss,actor
Party Monster ,Mia Kirshner,actor
Passchendaele ,Michael Greyeyes,actor
Pat Garrett & Billy the Kid ,Bob Dylan,actor
Patch Adams ,Philip Seymour Hoffman,actor
Pathology ,Larry Drake,actor
Patriot Games ,Polly Walker,actor
Patton ,Karl Malden,actor
Paul ,Nelson Ascencio,actor
Paul Blart: Mall Cop ,Adhir Kalyan,actor
Paul Blart: Mall Cop 2 ,Daniella Alonso,actor
Pay It Forward ,Haley Joel Osment,actor
Payback ,Deborah Kara Unger,actor
Paycheck ,Joe Morton,actor
PCU ,Matt Ross,actor
"Peace, Propaganda & the Promised Land ",Seth Ackerman,actor
Peaceful Warrior ,Tim DeKay,actor
Pearl Harbor ,Jaime King,actor
Peeples ,S. Epatha Merkerson,actor
Peggy Sue Got Married ,Kathleen Turner,actor
Penguins of Madagascar ,Annet Mahendru,actor
Penitentiary ,Chuck Mitchell,actor
People I Know ,Richard Schiff,actor
Perception             ,Eric McCormack,actor
Percy Jackson & the Olympians: The Lightning Thief ,Rosario Dawson,actor
Percy Jackson: Sea of Monsters ,Leven Rambin,actor
Perfect Cowboy ,Joe Lev,actor
Perfume: The Story of a Murderer ,David Calder,actor
Perrier's Bounty ,Brendan Coyle,actor
Persepolis ,Gena Rowlands,actor
Pet Sematary ,Fred Gwynne,actor
Pete's Dragon ,Oona Laurence,actor
Phantasm II ,A. Michael Baldwin,actor
Phat Girlz ,Jimmy Jean-Louis,actor
Phenomenon ,Kyra Sedgwick,actor
Philadelphia ,Tom Hanks,actor
Philomena ,Mare Winningham,actor
Phone Booth ,John Enos III,actor
Pi ,Clint Mansell,actor
Pieces of April ,Adrian Martinez,actor
Pierrot le Fou ,Anna Karina,actor
Pineapple Express ,Gary Cole,actor
Pink Flamingos ,Mink Stole,actor
Pink Narcissus ,Bobby Kendall,actor
Pinocchio ,Dickie Jones,actor
Piranha 3D ,Kelly Brook,actor
Pirate Radio ,Charlie Rowe,actor
Pirates of the Caribbean: At World's End ,Orlando Bloom,actor
Pirates of the Caribbean: Dead Man's Chest ,Orlando Bloom,actor
Pirates of the Caribbean: On Stranger Tides ,Sam Claflin,actor
Pirates of the Caribbean: The Curse of the Black Pearl ,Orlando Bloom,actor
Pitch Black ,Radha Mitchell,actor
Pitch Perfect ,Hana Mae Lee,actor
Pitch Perfect 2 ,Birgitte Hjort S?rensen,actor
Pixels ,Adam Sandler,actor
Planet 51 ,Gary Oldman,actor
Planet of the Apes ,Estella Warren,actor
Planet of the Apes ,Estella Warren,actor
Plastic ,Alfie Allen,actor
Platoon ,Tom Berenger,actor
Play It to the Bone ,Robert Wagner,actor
Playing for Keeps ,Dennis Quaid,actor
Please Give ,Thomas Ian Nicholas,actor
Plush ,James Kyson,actor
Pocahontas ,Frank Welker,actor
Pocketful of Miracles ,Glenn Ford,actor
Poetic Justice ,Khandi Alexander,actor
Point Blank ,Angie Dickinson,actor
Point Break ,Edgar Ram?rez,actor
Point Break ,Edgar Ram?rez,actor
Pok mon 3: The Movie ,Eric Stuart,actor
Police Academy ,Bubba Smith,actor
Police Academy: Mission to Moscow ,Michael Winslow,actor
Polisse ,Ma?wenn,actor
Pollock ,Bud Cort,actor
Poltergeist ,Zelda Rubinstein,actor
Poltergeist ,Zelda Rubinstein,actor
Poltergeist III ,Heather O'Rourke,actor
Pompeii ,Currie Graham,actor
Pontypool ,Georgina Reilly,actor
Ponyo ,Y?ki Amami,actor
Pooh's Heffalump Movie ,Brenda Blethyn,actor
Poolhall Junkies ,Ricky Schroder,actor
Pootie Tang ,J.B. Smoove,actor
Porky's ,Susan Clark,actor
Poseidon ,Mike Vogel,actor
Post Grad ,Zach Gilford,actor
Poultrygeist: Night of the Chicken Dead ,Lloyd Kaufman,actor
Pound of Flesh ,Aki Aleong,actor
Practical Magic ,Dianne Wiest,actor
Preacher             ,Joseph Gilgun,actor
Precious ,Gabourey Sidibe,actor
Precious ,Gabourey Sidibe,actor
Predator ,Bill Duke,actor
Predator 2 ,Robert Davi,actor
Predators ,Alice Braga,actor
Prefontaine ,Laurel Holloman,actor
Premium Rush ,Dania Ramirez,actor
Premonition ,Amber Valletta,actor
Pretty Woman ,Hector Elizondo,actor
Pride & Prejudice ,Brenda Blethyn,actor
Pride and Glory ,Rick Gonzalez,actor
Pride and Prejudice and Zombies ,Bella Heathcote,actor
Priest ,Alan Dale,actor
Primary Colors ,Adrian Lester,actor
Primer ,David Sullivan,actor
Prince of Persia: The Sands of Time ,Richard Coyle,actor
Princess Kaiulani ,Will Patton,actor
Princess Mononoke ,Jada Pinkett Smith,actor
Prison ,Lane Smith,actor
Prisoners ,Jake Gyllenhaal,actor
Private Benjamin ,Albert Brooks,actor
Project Almanac ,Jonny Weston,actor
Project X ,Kirby Bliss Blanton,actor
Prom ,Thomas McDonell,actor
Prom Night ,Scott Porter,actor
Prometheus ,Charlize Theron,actor
Promised Land ,Hal Holbrook,actor
Proof of Life ,Alun Armstrong,actor
Prophecy ,Richard Dysart,actor
Proud ,Ossie Davis,actor
Psych             ,Dul? Hill,actor
Psycho ,Vera Miles,actor
Psycho Beach Party ,Kathleen Robertson,actor
Public Enemies ,Christian Bale,actor
Pulp Fiction ,Eric Stoltz,actor
Pulse ,Christina Milian,actor
Punch-Drunk Love ,Emily Watson,actor
Punisher: War Zone ,Wayne Knight,actor
Purple Violets ,Rosemarie DeWitt,actor
Pushing Tin ,Kurt Fuller,actor
Puss in Boots ,Constance Marie,actor
Q ,Johnny Amaro,actor
Quantum of Solace ,Mathieu Amalric,actor
Quarantine ,Jay Hernandez,actor
Quartet ,Sheridan Smith,actor
Queen Crab ,Steve Diasparra,actor
Queen of the Damned ,Lena Olin,actor
Queen of the Mountains ,Aziz Muradillayev,actor
Quest for Fire ,Everett McGill,actor
Quigley Down Under ,Tom Selleck,actor
Quills ,Stephen Marcus,actor
Quincea era ,Jesse Garcia,actor
Quo Vadis ,Deborah Kerr,actor
R.I.P.D. ,Jeff Bridges,actor
R.L. Stine's Monsterville: The Cabinet of Souls ,Dove Cameron,actor
R100 ,Hitoshi Matsumoto,actor
Rabbit Hole ,Jon Tenney,actor
Rabbit-Proof Fence ,David Gulpilil,actor
Race ,Tony Curran,actor
Race to Witch Mountain ,Billy Brown,actor
Rachel Getting Married ,Rosemarie DeWitt,actor
Racing Stripes ,Frankie Muniz,actor
Radio ,Riley Smith,actor
Radio Days ,Don Pardo,actor
Radio Flyer ,Thomas Ian Nicholas,actor
Raging Bull ,Cathy Moriarty,actor
Raiders of the Lost Ark ,Karen Allen,actor
Rain Man ,Valeria Golino,actor
Raise the Titanic ,Jason Robards,actor
Raise Your Voice ,Rebecca De Mornay,actor
Raising Cain ,Gabrielle Carteris,actor
Raising Helen ,Felicity Huffman,actor
Raising Victor Vargas ,Melonie Diaz,actor
Ramanujan ,Michael Lieber,actor
Rambo III ,Kurtwood Smith,actor
Rambo: First Blood Part II ,Julia Nickson,actor
Ramona and Beezus ,Hutch Dano,actor
Rampage ,Katharine Isabelle,actor
Random Hearts ,Kristin Scott Thomas,actor
Rang De Basanti ,Steven Mackintosh,actor
Rango ,Ray Winstone,actor
Ransom ,Delroy Lindo,actor
Rapa Nui ,Jason Scott Lee,actor
Rat Race ,Douglas Haase,actor
Ratatouille ,John Ratzenberger,actor
Ravenous ,Jeffrey Jones,actor
Ray ,Curtis Armstrong,actor
Raymond Did It ,Patricia Raven,actor
Ready to Rumble ,Ellen Albertini Dow,actor
Real Steel ,Torey Michael Adkins,actor
Real Women Have Curves ,Lupe Ontiveros,actor
Rebecca ,Joan Fontaine,actor
Recess: School's Out ,Andrew Lawrence,actor
RED ,Morgan Freeman,actor
RED 2 ,Anthony Hopkins,actor
Red Cliff ,Tony Chiu Wai Leung,actor
Red Dawn ,Jennifer Grey,actor
Red Dog ,Keisha Castle-Hughes,actor
Red Dragon ,Anthony Hopkins,actor
Red Eye ,Carl Gilliard,actor
Red Lights ,Toby Jones,actor
Red Planet ,Val Kilmer,actor
Red Riding Hood ,Billy Burke,actor
Red Riding: In the Year of Our Lord 1974 ,Warren Clarke,actor
Red River ,Walter Brennan,actor
Red Sky ,Mario Van Peebles,actor
Red Sonja ,Brigitte Nielsen,actor
Red State ,Michael Angarano,actor
Red Tails ,Nate Parker,actor
Redacted ,Daniel Stewart Sherman,actor
Redbelt ,Randy Couture,actor
Redemption Road ,Cinda McCain,actor
Reds ,Warren Beatty,actor
Regression ,Aaron Ashmore,actor
Reign of Assassins ,Shawn Yue,actor
Reign of Fire ,Gerard Butler,actor
Reign Over Me ,Don Cheadle,actor
Reindeer Games ,James Frain,actor
Re-Kill ,Roger Cross,actor
Religulous ,Tal Bachman,actor
Remember Me ,Lena Olin,actor
"Remember Me, My Love ",Silvio Muccino,actor
Remember the Titans ,Denzel Washington,actor
Renaissance ,Catherine McCormack,actor
Renaissance Man ,Cliff Robertson,actor
Rendition ,Jake Gyllenhaal,actor
Reno 911!: Miami ,Thomas Lennon,actor
Rent ,David Fine,actor
Repo Man ,Tracey Walter,actor
Repo Men ,RZA,actor
Repo! The Genetic Opera ,Paris Hilton,actor
Requiem for a Dream ,Mark Margolis,actor
Rescue Dawn ,Toby Huss,actor
Reservoir Dogs ,Steve Buscemi,actor
Resident Evil ,Jaymes Butler,actor
Resident Evil: Afterlife ,Boris Kodjoe,actor
Resident Evil: Apocalypse ,Thomas Kretschmann,actor
Resident Evil: Extinction ,Mike Epps,actor
Resident Evil: Retribution ,Boris Kodjoe,actor
Restless ,Hayley Atwell,actor
Restoration ,Anna Harr,actor
Resurrecting the Champ ,Kathryn Morris,actor
Return of the Living Dead III ,Kent McCord,actor
Return to Me ,Jim Belushi,actor
Return to Never Land ,Rob Paulsen,actor
Return to Oz ,Jean Marsh,actor
Return to the Blue Lagoon ,Wayne Pygram,actor
Revolution             ,Tracy Spiridakos,actor
Revolutionary Road ,Kate Winslet,actor
Ri hie Ri h ,John Larroquette,actor
Richard III ,Jim Broadbent,actor
Riddick ,Nolan Gerard Funk,actor
Ride Along ,Tika Sumpter,actor
Ride Along 2 ,Nadine Velazquez,actor
Ride with the Devil ,Jeffrey Dover,actor
Riding Giants ,Gabrielle Reece,actor
Riding in Cars with Boys ,Adam Garcia,actor
Righteous Kill ,Al Pacino,actor
Rio ,Wanda Sykes,actor
Rio 2 ,Rachel Crow,actor
Ripley's Game ,Dougray Scott,actor
Rise of the Entrepreneur: The Search for a Better Way ,Jack Canfield,actor
Rise of the Guardians ,Kamil McFadden,actor
Rise of the Planet of the Apes ,David Oyelowo,actor
Risen ,Jan Cornet,actor
River's Edge ,Daniel Roebuck,actor
Rize ,Christopher Toler,actor
Road Hard ,Jim O'Heir,actor
Road House ,Kevin Tighe,actor
Road to Perdition ,Jennifer Jason Leigh,actor
Road Trip ,Rachel Blanchard,actor
Roadside ,Ace Marrero,actor
Roadside Romeo ,Sanjay Mishra,actor
Roar ,Melanie Griffith,actor
Rob Roy ,Jason Flemyng,actor
Robin and Marian ,Denholm Elliott,actor
Robin Hood ,William Hurt,actor
Robin Hood: Prince of Thieves ,Morgan Freeman,actor
RoboCop ,Abbie Cornish,actor
RoboCop ,Abbie Cornish,actor
RoboCop 3 ,Rip Torn,actor
Robot & Frank ,Joshua Ormond,actor
Robot Chicken             ,Seth Green,actor
Robots ,Drew Carey,actor
Rock of Ages ,Shane Hartline,actor
Rock Star ,Dagmara Dominczyk,actor
Rockaway ,Mario Cimarro,actor
Rocket Singh: Salesman of the Year ,Shazahn Padamsee,actor
RocknRolla ,Gerard Butler,actor
Rocky ,Burgess Meredith,actor
Rocky Balboa ,Burt Young,actor
Rodeo Girl ,Joel Paul Reisig,actor
Roger & Me ,Pat Boone,actor
Rogue             ,Sarah Carter,actor
Role Models ,Ken Marino,actor
Roll Bounce ,Brandon T. Jackson,actor
Rollerball ,Chris Klein,actor
Romance & Cigarettes ,Steve Buscemi,actor
Romantic Schemer ,Valentine,actor
Romeo + Juliet ,Harold Perrineau,actor
Romeo Is Bleeding ,Michael Wincott,actor
Romeo Must Die ,Delroy Lindo,actor
Ronin ,Natascha McElhone,actor
Room ,Jacob Tremblay,actor
Rosemary's Baby ,Mia Farrow,actor
Rosewater ,Claire Foy,actor
Rotor DR1 ,Natalie Welch,actor
Rounders ,Martin Landau,actor
Royal Kill ,Alexander Wraith,actor
Rubber ,Jack Plotnick,actor
Ruby in Paradise ,Todd Field,actor
Rudderless ,Felicity Huffman,actor
Rugrats Go Wild ,Cree Summer,actor
Rugrats in Paris: The Movie ,Casey Kasem,actor
Rules of Engagement             ,Oliver Hudson,actor
Rumble in the Bronx ,Anita Mui,actor
Run All Night ,Common,actor
Run Lola Run ,Ludger Pistor,actor
"Run, Fatboy, Run ",Iddo Goldberg,actor
"Run, Hide, Die ",Thomas Brophy,actor
Runaway Bride ,Christopher Meloni,actor
Runner Runner ,John Heard,actor
Running Forever ,Cody Howard,actor
Running Scared ,Chazz Palminteri,actor
Running with Scissors ,Joseph Cross,actor
Rush ,Olivia Wilde,actor
Rush Hour             ,Aimee Garcia,actor
Rush Hour 2 ,John Lone,actor
Rush Hour 3 ,Dana Ivey,actor
Rushmore ,Connie Nielsen,actor
Rust ,Lorne Cardinal,actor
S.W.A.T. ,Josh Charles,actor
Sabotage ,Martin Donovan,actor
Sabotage ,Martin Donovan,actor
"Sabrina, the Teenage Witch             ",Soleil Moon Frye,actor
Safe ,Reggie Lee,actor
Safe Haven ,Noah Lomax,actor
Safe House ,Ryan Reynolds,actor
Safe Men ,Michael Lerner,actor
Safety Not Guaranteed ,Mark Duplass,actor
Sahara ,Rainn Wilson,actor
Saint John of Las Vegas ,Steve Buscemi,actor
Saint Ralph ,Adam Butcher,actor
Saints and Soldiers ,Larry Bagby,actor
Salt ,Andre Braugher,actor
Salvador ,John Savage,actor
Salvation Boulevard ,Cree Kelly,actor
Samsara ,Balinese Tari Legong Dancers,actor
San Andreas ,Ioan Gruffudd,actor
Sanctuary; Quite a Conundrum ,Joe Coffey,actor
Sanctum ,Rhys Wakefield,actor
Sands of Iwo Jima ,Richard Jaeckel,actor
Sarah's Key ,Aidan Quinn,actor
Sardaar Ji ,Neeru Bajwa,actor
Sausage Party ,Salma Hayek,actor
Savage Grace ,Elena Anaya,actor
Savages ,Shea Whigham,actor
Save the Last Dance ,Terry Kinney,actor
Saved! ,Patrick Fugit,actor
Saving Face ,Ato Essandoh,actor
Saving Grace             ,Dylan Minnette,actor
Saving Grace             ,Dylan Minnette,actor
Saving Mr. Banks ,Ruth Wilson,actor
Saving Private Perez ,Gerardo Taracena,actor
Saving Private Ryan ,Vin Diesel,actor
Saving Silverman ,Neil Diamond,actor
Saw ,Monica Potter,actor
Saw 3D: The Final Chapter ,Gina Holden,actor
Saw II ,Tony Nappo,actor
Saw III ,Shawnee Smith,actor
Saw IV ,Shawnee Smith,actor
Saw V ,Costas Mandylor,actor
Saw VI ,Shawnee Smith,actor
Say It Isn't So ,Chris Klein,actor
Scarface ,F. Murray Abraham,actor
Scary Movie 2 ,Veronica Cartwright,actor
Scary Movie 3 ,Pamela Anderson,actor
Scary Movie 4 ,Carmen Electra,actor
Scary Movie 5 ,Snoop Dogg,actor
Schindler's List ,Embeth Davidtz,actor
School Daze ,Ossie Davis,actor
School for Scoundrels ,Sarah Silverman,actor
School of Rock ,Sarah Silverman,actor
Scooby-Doo ,Linda Cardellini,actor
Scooby-Doo 2: Monsters Unleashed ,Linda Cardellini,actor
Scoop ,Kevin McNally,actor
Scott Pilgrim vs. the World ,Kieran Culkin,actor
Scott Walker: 30 Century Man ,Jacques Brel,actor
Scream ,W. Earl Brown,actor
Scream 2 ,Jada Pinkett Smith,actor
Scream 3 ,Roger Jackson,actor
Scream 4 ,Aimee Teegarden,actor
Scream: The TV Series             ,Bobby Campo,actor
Screwed ,Dave Chappelle,actor
Scrooged ,Alfre Woodard,actor
Se7en ,Brad Pitt,actor
Sea of Love ,Michael O'Neill,actor
Sea Rex 3D: Journey to a Prehistoric World ,Guillaume Denaiffe,actor
Seabiscuit ,Michael Angarano,actor
Secondhand Lions ,Robert Duvall,actor
Secret in Their Eyes ,Michael Kelly,actor
Secret Window ,Charles S. Dutton,actor
Secretariat ,Kevin Connolly,actor
Secretary ,Stephen McHattie,actor
Secrets and Lies             ,Indiana Evans,actor
See Spot Run ,Angus T. Jones,actor
Seed of Chucky ,Billy Boyd,actor
Seeking a Friend for the End of the World ,Mark Moses,actor
Selena ,Constance Marie,actor
Self/less ,Derek Luke,actor
Selma ,Tom Wilkinson,actor
Semi-Pro ,Maura Tierney,actor
Sense and Sensibility ,Kate Winslet,actor
September Dawn ,Taylor Handley,actor
Serendipity ,David Sparrow,actor
Serenity ,Sean Maher,actor
Serial Mom ,Sam Waterston,actor
Serving Sara ,Jerry Stiller,actor
Session 9 ,Brendan Sexton III,actor
Set It Off ,Jada Pinkett Smith,actor
Seven Pounds ,Rosario Dawson,actor
Seven Psychopaths ,Gabourey Sidibe,actor
Seven Samurai ,Minoru Chiaki,actor
Seven Years in Tibet ,Mako,actor
Seventh Son ,Djimon Hounsou,actor
Severance ,Toby Stephens,actor
Sex and the City             ,Kristin Davis,actor
Sex and the City 2 ,Liza Minnelli,actor
Sex Drive ,Michael Cudlitz,actor
Sex Tape ,Randall Park,actor
"Sex, Lies, and Videotape ",Laura San Giacomo,actor
Sexy Beast ,James Fox,actor
Sgt. Bilko ,Phil Hartman,actor
Shade ,Jason Cerbone,actor
Shadow Conspiracy ,Ben Gazzara,actor
Shadow of the Vampire ,Udo Kier,actor
Shadowlands ,James Frain,actor
Shaft ,Vanessa Williams,actor
Shakespeare in Love ,Martin Clunes,actor
Shalako ,Woody Strode,actor
Shall We Dance ,Nick Cannon,actor
Shallow Hal ,Bruce McGill,actor
Shame ,Nicole Beharie,actor
Shanghai Calling ,Daniel Henney,actor
Shanghai Knights ,Anna-Louise Plowman,actor
Shanghai Noon ,Jason Connery,actor
Shanghai Surprise ,Paul Freeman,actor
Shaolin Soccer ,Karen Mok,actor
Shark Lake ,Michael Aaron Milligan,actor
Shark Night 3D ,Joel David Moore,actor
Shark Tale ,Martin Scorsese,actor
Sharknado ,John Heard,actor
Sharkskin ,David Proval,actor
Shattered ,Nicholas Lea,actor
Shattered Glass ,Rosario Dawson,actor
Shaun of the Dead ,Dylan Moran,actor
Shaun the Sheep             ,John Sparkes,actor
She Done Him Wrong ,Gilbert Roland,actor
She Wore a Yellow Ribbon ,Ben Johnson,actor
Sheena ,Donovan Scott,actor
Sherlock Holmes ,Eddie Marsan,actor
Sherlock Holmes: A Game of Shadows ,Eddie Marsan,actor
Sherrybaby ,Kate Burton,actor
She's All That ,Clea DuVall,actor
She's Gotta Have It ,Joie Lee,actor
She's Out of My League ,Kim Shaw,actor
She's the Man ,Alexandra Breckenridge,actor
She's the One ,Frank Vincent,actor
Shine ,Armin Mueller-Stahl,actor
Shine a Light ,Keith Richards,actor
Shinjuku Incident ,Daniel Wu,actor
Shipwrecked ,Louisa Milwood-Haigh,actor
Sholem Aleichem: Laughing in the Darkness ,Peter Riegert,actor
Shooter ,Ned Beatty,actor
Shooting Fish ,Dan Futterman,actor
Shooting the Warwicks ,Adam Rifkin,actor
Shopgirl ,Bridgette Wilson-Sampras,actor
Short Cut to Nirvana: Kumbh Mela ,Jasper Johal,actor
Shortbus ,Peter Stickles,actor
Shorts ,Leo Howard,actor
Shotgun Stories ,Natalie Canerday,actor
Should've Been Romeo ,Natasha Henstridge,actor
Show Boat ,Ava Gardner,actor
Show Me ,Michelle Nolden,actor
Showdown in Little Tokyo ,Tia Carrere,actor
Showgirls ,Elizabeth Berkley,actor
Shrek ,Chris Miller,actor
Shrek 2 ,Jennifer Saunders,actor
Shrek Forever After ,Kathy Griffin,actor
Shrek the Third ,Eric Idle,actor
Shutter ,David Denman,actor
Shutter Island ,Joseph Sikora,actor
