movie,cast,Role
No End in Sight ,Donald Rumsfeld,actor
No Escape ,Sahajak Boonthanakit,actor
No Good Deed ,Henry Simmons,actor
No Man's Land: The Rise of Reeker ,Robert Pine,actor
No Reservations ,Bob Balaban,actor
No Strings Attached ,Mindy Kaling,actor
No Vacancy ,Black Thomas,actor
Noah ,Logan Lerman,actor
Nomad: The Warrior ,Jason Scott Lee,actor
Non-Stop ,Scoot McNairy,actor
North Country ,Sissy Spacek,actor
Northfork ,Jon Gries,actor
Not Another Teen Movie ,Mia Kirshner,actor
Not Cool ,Cherami Leigh,actor
Not Easily Broken ,Wood Harris,actor
Notes on a Scandal ,Shaun Parkes,actor
Nothing ,Marie-Jos?e Croze,actor
Nothing But a Man ,Ivan Dixon,actor
Nothing to Lose ,Rebecca Gayheart,actor
Notting Hill ,Dylan Moran,actor
November ,Nora Dunn,actor
Novocaine ,Polly Noonan,actor
Now Is Good ,Paddy Considine,actor
Now You See Me ,Michael Kelly,actor
Now You See Me 2 ,Sanaa Lathan,actor
Nowhere Boy ,Anne-Marie Duff,actor
Nowhere in Africa ,Matthias Habich,actor
Nowhere to Run ,Joss Ackland,actor
N-Secure ,Tempestt Bledsoe,actor
Nurse 3D ,Kathleen Turner,actor
Nurse Betty ,Kathleen Wilhoite,actor
Nutty Professor II: The Klumps ,Chris Elliott,actor
O ,John Heard,actor
O ,John Heard,actor
"O Brother, Where Art Thou  ",Daniel von Bargen,actor
Obitaemyy ostrov ,Aleksey Serebryakov,actor
Oblivion ,Zo? Bell,actor
Observe and Report ,Dan Bakkedahl,actor
Obvious Child ,Jake Lacy,actor
Oceans ,Rie Miyazawa,actor
Ocean's Eleven ,Elliott Gould,actor
Ocean's Thirteen ,Brad Pitt,actor
Ocean's Twelve ,Mini Anden,actor
October Baby ,Jason Burkey,actor
Octopussy ,Steven Berkoff,actor
Oculus ,Garrett Ryan,actor
Of Gods and Men ,Olivier Rabourdin,actor
Of Horses and Men ,Sigr??ur Mar?a Egilsd?ttir,actor
Office Space ,Diedrich Bader,actor
Old Dogs ,Ann-Margret,actor
Old Joy ,Will Oldham,actor
Old School ,Patrick Fischler,actor
Oldboy ,Hye-jeong Kang,actor
Oliver Twist ,Tony Noble,actor
Oliver! ,Jack Wild,actor
Olympus Has Fallen ,Radha Mitchell,actor
On Deadly Ground ,Sven-Ole Thorsen,actor
On Her Majesty's Secret Service ,Desmond Llewelyn,actor
On the Downlow ,Eric Ambriz,actor
On the Line ,Dave Foley,actor
On the Outs ,Dominic Col?n,actor
On the Road ,Kirsten Dunst,actor
On the Waterfront ,Rod Steiger,actor
Once ,Darren Healy,actor
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Ahmet Ertegun,actor
Once Upon a Time in America ,Treat Williams,actor
Once Upon a Time in Mexico ,Enrique Iglesias,actor
Once Upon a Time in Queens ,Paul Sorvino,actor
Once Upon a Time in the West ,Jack Elam,actor
Ondine ,Alicja Bachleda,actor
One Day ,Rafe Spall,actor
One Direction: This Is Us ,Niall Horan,actor
One Flew Over the Cuckoo's Nest ,Louise Fletcher,actor
One for the Money ,Patrick Fischler,actor
One Hour Photo ,Connie Nielsen,actor
One Man's Hero ,Mark Moses,actor
One Missed Call ,Margaret Cho,actor
One Night with the King ,Nimrat Kaur,actor
One to Another ,Pierre Perrier,actor
One True Thing ,Tom Everett Scott,actor
Ong-bak 2 ,Sarunyu Wongkrachang,actor
Only God Forgives ,Yayaying Rhatha Phongam,actor
Only the Strong ,Todd Susman,actor
Opal Dream ,Peter Callan,actor
Open Range ,Julian Richings,actor
Open Road ,Emily Nelson,actor
Open Season ,Jane Krakowski,actor
Open Secret ,Arthur O'Connell,actor
Open Water ,Daniel Travis,actor
Operation Chromite ,Jung-jae Lee,actor
Ordet ,Ejner Federspiel,actor
Ordinary People ,Judd Hirsch,actor
Orgazmo ,Matt Stone,actor
Original Sin ,Jack Thompson,actor
Orphan ,Aryana Engineer,actor
Osama ,Mohamad Haref Harati,actor
Oscar and Lucinda ,Clive Russell,actor
Osmosis Jones ,David Hyde Pierce,actor
Ouija ,Daren Kagasoff,actor
Our Brand Is Crisis ,Scoot McNairy,actor
Our Family Wedding ,Lupe Ontiveros,actor
Our Idiot Brother ,Steve Coogan,actor
Our Kind of Traitor ,Grigoriy Dobrygin,actor
Out Cold ,Thomas Lennon,actor
Out of Africa ,Michael Kitchen,actor
Out of Inferno ,Ching Wan Lau,actor
Out of Sight ,Keith Hudson,actor
Out of the Blue ,Jim Byrnes,actor
Out of the Blue ,Paul Glover,actor
Out of the Dark ,Alejandro Furth,actor
Out of the Furnace ,Dendrie Taylor,actor
Out of Time ,John Billingsley,actor
Outbreak ,Rene Russo,actor
Outlander             ,Stephen Walters,actor
Outside Bet ,Vincent Regan,actor
Outside Providence ,Shawn Hatosy,actor
Over Her Dead Body ,Wendi McLendon-Covey,actor
Over the Hedge ,Catherine O'Hara,actor
Over the Hill to the Poorhouse ,Mary Carr,actor
Owning Mahowny ,Maury Chaykin,actor
Oz the Great and Powerful ,James Franco,actor
Oz the Great and Powerful ,James Franco,actor
P.S. I Love You ,Nellie McKay,actor
Paa ,Paresh Rawal,actor
Pacific Rim ,Larry Joe Campbell,actor
Paddington ,Sally Hawkins,actor
Pain & Gain ,Michael Rispoli,actor
Paint Your Wagon ,Ray Walston,actor
Pale Rider ,Sydney Penny,actor
Palo Alto ,Olivia Crocicchia,actor
Pan ,Nonso Anozie,actor
Pan ,Nonso Anozie,actor
Pan ,Nonso Anozie,actor
Pandaemonium ,Linus Roache,actor
Pandora's Box ,Fritz Kortner,actor
Pandorum ,Eddie Rouse,actor
Panic Room ,Mel Rodriguez,actor
Pan's Labyrinth ,Sergi L?pez,actor
Paparazzi ,Kelly Carlson,actor
Paper Towns ,Meg Crosbie,actor
Paranormal Activity ,Amber Armstrong,actor
Paranormal Activity 2 ,Micah Sloat,actor
Paranormal Activity 3 ,Christopher Nicholas Smith,actor
Paranormal Activity 4 ,Alisha Boe,actor
Paranormal Activity: The Marked Ones ,Molly Ephraim,actor
ParaNorman ,Elaine Stritch,actor
Parental Guidance ,Tom Everett Scott,actor
"Paris, je t'aime ",Catalina Sandino Moreno,actor
Parker ,Wendell Pierce,actor
Partition ,John Light,actor
Party Monster ,Marilyn Manson,actor
Passchendaele ,Caroline Dhavernas,actor
Pat Garrett & Billy the Kid ,Jason Robards,actor
Patch Adams ,Monica Potter,actor
Pathology ,Johnny Whitworth,actor
Patriot Games ,Patrick Bergin,actor
Patton ,Bill Hickman,actor
Paul ,Jeremy Owen,actor
Paul Blart: Mall Cop ,Allen Covert,actor
Paul Blart: Mall Cop 2 ,Eduardo Ver?stegui,actor
Pay It Forward ,Angie Dickinson,actor
Payback ,William Devane,actor
Paycheck ,Callum Rennie,actor
PCU ,Chris Young,actor
"Peace, Propaganda & the Promised Land ",Arik Ascherman,actor
Peaceful Warrior ,Agnes Bruckner,actor
Pearl Harbor ,Mako,actor
Peeples ,Diahann Carroll,actor
Peggy Sue Got Married ,Joan Allen,actor
Penguins of Madagascar ,Andy Richter,actor
Penitentiary ,Wilbur 'Hi-Fi' White,actor
People I Know ,Mark Webber,actor
Perception             ,Scott Wolf,actor
Percy Jackson & the Olympians: The Lightning Thief ,Steve Coogan,actor
Percy Jackson: Sea of Monsters ,Brandon T. Jackson,actor
Perfect Cowboy ,Sienna Beckman,actor
Perfume: The Story of a Murderer ,Simon Chandler,actor
Perrier's Bounty ,Michael McElhatton,actor
Persepolis ,Danielle Darrieux,actor
Pet Sematary ,Denise Crosby,actor
Pete's Dragon ,Isiah Whitlock Jr.,actor
Phantasm II ,James Le Gros,actor
Phat Girlz ,Joyful Drake,actor
Phenomenon ,David Gallagher,actor
Philadelphia ,Jason Robards,actor
Philomena ,Peter Hermann,actor
Phone Booth ,Richard T. Jones,actor
Pi ,Stanley B. Herman,actor
Pieces of April ,Derek Luke,actor
Pierrot le Fou ,Graziella Galvani,actor
Pineapple Express ,Rosie Perez,actor
Pink Flamingos ,Edith Massey,actor
Pink Narcissus ,,actor
"Pink Ribbons, Inc. ",,actor
Pinocchio ,Cliff Edwards,actor
Piranha 3D ,Jessica Szohr,actor
Pirate Radio ,Tom Sturridge,actor
Pirates of the Caribbean: At World's End ,Jack Davenport,actor
Pirates of the Caribbean: Dead Man's Chest ,Jack Davenport,actor
Pirates of the Caribbean: On Stranger Tides ,Stephen Graham,actor
Pirates of the Caribbean: The Curse of the Black Pearl ,Jack Davenport,actor
Pitch Black ,Cole Hauser,actor
Pitch Perfect ,Ben Platt,actor
Pitch Perfect 2 ,Hana Mae Lee,actor
Pixels ,Josh Gad,actor
Planet 51 ,James Corden,actor
Planet of the Apes ,Erick Avari,actor
Planet of the Apes ,Erick Avari,actor
Plastic ,Malese Jow,actor
Platoon ,Kevin Dillon,actor
Play It to the Bone ,Lolita Davidovich,actor
Playing for Keeps ,Judy Greer,actor
Please Give ,Ann Morgan Guilbert,actor
Plush ,Marlene Forte,actor
Pocahontas ,Irene Bedard,actor
Pocketful of Miracles ,Thomas Mitchell,actor
Poetic Justice ,Maya Angelou,actor
Point Blank ,Carroll O'Connor,actor
Point Break ,Delroy Lindo,actor
Point Break ,Delroy Lindo,actor
Pok mon 3: The Movie ,Lisa Ortiz,actor
Police Academy ,Michael Winslow,actor
Police Academy: Mission to Moscow ,G.W. Bailey,actor
Polisse ,Karin Viard,actor
Pollock ,Amy Madigan,actor
Poltergeist ,Craig T. Nelson,actor
Poltergeist ,Craig T. Nelson,actor
Poltergeist III ,Zelda Rubinstein,actor
Pompeii ,Dylan Schombing,actor
Pontypool ,Boyd Banks,actor
Ponyo ,Yuria Nara,actor
Pooh's Heffalump Movie ,John Fiedler,actor
Poolhall Junkies ,Ernie Reyes Jr.,actor
Pootie Tang ,Robert Vaughn,actor
Porky's ,Tony Ganios,actor
Poseidon ,Andre Braugher,actor
Post Grad ,Bobby Coleman,actor
Poultrygeist: Night of the Chicken Dead ,Kate Graham,actor
Pound of Flesh ,Brahim Achabbakhe,actor
Practical Magic ,Stockard Channing,actor
Preacher             ,Ruth Negga,actor
Precious ,Mariah Carey,actor
Precious ,Mariah Carey,actor
Predator ,Carl Weathers,actor
Predator 2 ,Kevin Peter Hall,actor
Predators ,Derek Mears,actor
Prefontaine ,Amy Locane,actor
Premium Rush ,Aasif Mandvi,actor
Premonition ,Marc Macaulay,actor
Pretty Woman ,Jason Alexander,actor
Pride & Prejudice ,Simon Woods,actor
Pride and Glory ,Frank Grillo,actor
Pride and Prejudice and Zombies ,Sam Riley,actor
Priest ,Jacob Hopkins,actor
Primary Colors ,Paul Guilfoyle,actor
Primer ,Casey Gooden,actor
Prince of Persia: The Sands of Time ,Reece Ritchie,actor
Princess Kaiulani ,Shaun Evans,actor
Princess Mononoke ,Billy Crudup,actor
Prison ,Hal Landon Jr.,actor
Prisoners ,Dylan Minnette,actor
Private Benjamin ,Alan Oppenheimer,actor
Project Almanac ,Sofia Black-D'Elia,actor
Project X ,Oliver Cooper,actor
Prom ,Aimee Teegarden,actor
Prom Night ,Collins Pennie,actor
Prometheus ,Sean Harris,actor
Promised Land ,Terry Kinney,actor
Proof of Life ,Michael Kitchen,actor
Prophecy ,Robert Foxworth,actor
Proud ,Janet Hubert,actor
Psych             ,Timothy Omundson,actor
Psycho ,John Gavin,actor
Psycho Beach Party ,Beth Broderick,actor
Public Enemies ,Stephen Graham,actor
Pulp Fiction ,Phil LaMarr,actor
Pulse ,Rick Gonzalez,actor
Punch-Drunk Love ,Don McManus,actor
Punisher: War Zone ,Colin Salmon,actor
Purple Violets ,Peter Jacobson,actor
Pushing Tin ,Jake Weber,actor
Puss in Boots ,Amy Sedaris,actor
Q ,Yassine Azzouz,actor
Quantum of Solace ,Rory Kinnear,actor
Quarantine ,Dania Ramirez,actor
Quartet ,Pauline Collins,actor
Queen Crab ,A.J. DeLucia,actor
Queen of the Damned ,Bruce Spence,actor
Queen of the Mountains ,Mirlan Abdulayev,actor
Quest for Fire ,Gary Schwartz,actor
Quigley Down Under ,Ben Mendelsohn,actor
Quills ,Amelia Warner,actor
Quincea era ,Alicia Sixtos,actor
Quo Vadis ,Robert Taylor,actor
R.I.P.D. ,Stephanie Szostak,actor
R.L. Stine's Monsterville: The Cabinet of Souls ,Braeden Lemasters,actor
R100 ,Shinobu Terajima,actor
Rabbit Hole ,Tammy Blanchard,actor
Rabbit-Proof Fence ,Deborah Mailman,actor
Race ,David Kross,actor
Race to Witch Mountain ,Tom Everett Scott,actor
Rachel Getting Married ,Bill Irwin,actor
Racing Stripes ,M. Emmet Walsh,actor
Radio ,Debra Winger,actor
Radio Days ,Julie Kavner,actor
Radio Flyer ,John Heard,actor
Raging Bull ,Frank Vincent,actor
Raiders of the Lost Ark ,William Hootkins,actor
Rain Man ,Beth Grant,actor
Raise the Titanic ,Anne Archer,actor
Raise Your Voice ,Jason Ritter,actor
Raising Cain ,Gregg Henry,actor
Raising Helen ,Spencer Breslin,actor
Raising Victor Vargas ,Judy Marte,actor
Ramanujan ,Kevin McGowan,actor
Rambo III ,Richard Crenna,actor
Rambo: First Blood Part II ,Martin Kove,actor
Ramona and Beezus ,Jason Spevack,actor
Rampage ,Michael Par?,actor
Random Hearts ,Bill Cobbs,actor
Rang De Basanti ,Madhavan,actor
Rango ,Stephen Root,actor
Ransom ,Rene Russo,actor
Rapa Nui ,Sandrine Holt,actor
Rat Race ,Vince Vieluf,actor
Ratatouille ,Brian Dennehy,actor
Ravenous ,David Arquette,actor
Ray ,Harry Lennix,actor
Raymond Did It ,Lindsay Felton,actor
Ready to Rumble ,Martin Landau,actor
Real Steel ,Olga Fonda,actor
Real Women Have Curves ,George Lopez,actor
Rebecca ,George Sanders,actor
Recess: School's Out ,Dabney Coleman,actor
RED ,Jaqueline Fleming,actor
RED 2 ,Garrick Hagon,actor
Red Cliff ,Wei Zhao,actor
Red Dawn ,William Smith,actor
Red Dog ,Luke Ford,actor
Red Dragon ,Emily Watson,actor
Red Eye ,Suzie Plakson,actor
Red Lights ,Craig Roberts,actor
Red Planet ,Tom Sizemore,actor
Red Riding Hood ,Virginia Madsen,actor
Red Riding: In the Year of Our Lord 1974 ,John Henshaw,actor
Red River ,Harry Carey Jr.,actor
Red Sky ,Jacob Vargas,actor
Red Sonja ,Sandahl Bergman,actor
Red State ,Stephen Root,actor
Red Tails ,Tristan Mack Wilds,actor
Redacted ,Kel O'Neill,actor
Redbelt ,Jose Pablo Cantillo,actor
Redemption Road ,Luke Perry,actor
Reds ,M. Emmet Walsh,actor
Regression ,Julian Richings,actor
Reign of Assassins ,Kelly Lin,actor
Reign of Fire ,Matthew McConaughey,actor
Reign Over Me ,John de Lancie,actor
Reindeer Games ,Clarence Williams III,actor
Re-Kill ,Jesse Garcia,actor
Religulous ,Steve Burg,actor
Remember Me ,Ruby Jerins,actor
"Remember Me, My Love ",Giulia Michelini,actor
Remember the Titans ,Ethan Suplee,actor
Renaissance ,Kevork Malikyan,actor
Renaissance Man ,Lillo Brancato,actor
Rendition ,Meryl Streep,actor
Reno 911!: Miami ,Carlos Alazraqui,actor
Rent ,Jesse L. Martin,actor
Repo Man ,Miguel Sandoval,actor
Repo Men ,Yvette Nicole Brown,actor
Repo! The Genetic Opera ,Paul Sorvino,actor
Requiem for a Dream ,Louise Lasser,actor
Rescue Dawn ,Fran?ois Chau,actor
Reservoir Dogs ,Chris Penn,actor
Resident Evil ,Colin Salmon,actor
Resident Evil: Afterlife ,Shawn Roberts,actor
Resident Evil: Apocalypse ,Mike Epps,actor
Resident Evil: Extinction ,James Tumminia,actor
Resident Evil: Retribution ,Bingbing Li,actor
Restless ,Charlotte Rampling,actor
Restoration ,James Cullen Bressack,actor
Resurrecting the Champ ,Peter Coyote,actor
Return of the Living Dead III ,Sarah Douglas,actor
Return to Me ,Bonnie Hunt,actor
Return to Never Land ,Spencer Breslin,actor
Return to Oz ,Tim Rose,actor
Return to the Blue Lagoon ,Lisa Pelikan,actor
Revolution             ,David Lyons,actor
Revolutionary Road ,Joe Komara,actor
Ri hie Ri h ,Jonathan Hyde,actor
Richard III ,Kristin Scott Thomas,actor
Riddick ,Bokeem Woodbine,actor
Ride Along ,Bryan Callen,actor
Ride Along 2 ,Bruce McGill,actor
Ride with the Devil ,Tobey Maguire,actor
Riding Giants ,Laird John Hamilton,actor
Riding in Cars with Boys ,Alissa Dean,actor
Righteous Kill ,50 Cent,actor
Rio ,Will.i.am,actor
Rio 2 ,Jeffrey Garcia,actor
Ripley's Game ,Chiara Caselli,actor
Rise of the Entrepreneur: The Search for a Better Way ,Eric Worre,actor
Rise of the Guardians ,Khamani Griffin,actor
Rise of the Planet of the Apes ,Tyler Labine,actor
Risen ,Mar?a Botto,actor
River's Edge ,Ione Skye,actor
Rize ,Tommy the Clown,actor
Road Hard ,David Alan Grier,actor
Road House ,Kelly Lynch,actor
Road to Perdition ,Liam Aiken,actor
Road Trip ,Paulo Costanzo,actor
Roadside ,Alan Pietruszewski,actor
Roadside Romeo ,Javed Jaffrey,actor
Roar ,Zakes Mokae,actor
Rob Roy ,Eric Stoltz,actor
Robin and Marian ,Nicol Williamson,actor
Robin Hood ,Scott Grimes,actor
Robin Hood: Prince of Thieves ,Michael Wincott,actor
RoboCop ,Jennifer Ehle,actor
RoboCop ,Jennifer Ehle,actor
RoboCop 3 ,Mako,actor
Robot & Frank ,Ana Gasteyer,actor
Robot Chicken             ,Breckin Meyer,actor
Robots ,Paula Abdul,actor
Rock of Ages ,Celina Beach,actor
Rock Star ,Matthew Glave,actor
Rockaway ,Ricardo Chavira,actor
Rocket Singh: Salesman of the Year ,Gauhar Khan,actor
RocknRolla ,Tom Wilkinson,actor
Rocky ,Carl Weathers,actor
Rocky Balboa ,Mike Tyson,actor
Rodeo Girl ,Yassie Hawkes,actor
Roger & Me ,Bob Eubanks,actor
Rogue             ,Derek Luke,actor
Role Models ,Bobb'e J. Thompson,actor
Roll Bounce ,Shad Moss,actor
Rollerball ,Andrew Bryniarski,actor
Romance & Cigarettes ,Eddie Izzard,actor
Romantic Schemer ,,actor
Romeo + Juliet ,Brian Dennehy,actor
Romeo Is Bleeding ,Lena Olin,actor
Romeo Must Die ,Aaliyah,actor
Ronin ,Michael Lonsdale,actor
Room ,Cas Anvar,actor
Rosemary's Baby ,Charles Grodin,actor
Rosewater ,Haluk Bilginer,actor
Rotor DR1 ,Christian Kapper,actor
Rounders ,Gretchen Mol,actor
Royal Kill ,Darren Kendrick,actor
Rubber ,Cecelia Antoinette,actor
Ruby in Paradise ,Dorothy Lyman,actor
Rudderless ,David Adam Flannery,actor
Rugrats Go Wild ,Nancy Cartwright,actor
Rugrats in Paris: The Movie ,Debbie Reynolds,actor
Rules of Engagement             ,Adhir Kalyan,actor
Rumble in the Bronx ,Garvin Cross,actor
Run All Night ,Bruce McGill,actor
Run Lola Run ,Armin Rohde,actor
"Run, Fatboy, Run ",India de Beaufort,actor
"Run, Hide, Die ",Ronee Collins,actor
Runaway Bride ,Hector Elizondo,actor
Runner Runner ,David Costabile,actor
Running Forever ,Martin Kove,actor
Running Scared ,Ivana Milicevic,actor
Running with Scissors ,Dagmara Dominczyk,actor
Rush ,Alexandra Maria Lara,actor
Rush Hour             ,Wendie Malick,actor
Rush Hour 2 ,Harris Yulin,actor
Rush Hour 3 ,No?mie Lenoir,actor
Rushmore ,Olivia Williams,actor
Rust ,Kirsten Collins,actor
S.W.A.T. ,LL Cool J,actor
Sabotage ,Maurice Compte,actor
Sabotage ,Maurice Compte,actor
"Sabrina, the Teenage Witch             ",Caroline Rhea,actor
Safe ,Robert John Burke,actor
Safe Haven ,Mimi Kirkland,actor
Safe House ,Sam Shepard,actor
Safe Men ,Josh Pais,actor
Safety Not Guaranteed ,Jeff Garlin,actor
Sahara ,Delroy Lindo,actor
Saint John of Las Vegas ,Romany Malco,actor
Saint Ralph ,Gordon Pinsent,actor
Saints and Soldiers ,Kirby Heyborne,actor
Salt ,August Diehl,actor
Salvador ,Juan Fern?ndez,actor
Salvation Boulevard ,Mike Eshaq,actor
Samsara ,Puti Sri Candra Dewi,actor
San Andreas ,Archie Panjabi,actor
Sanctuary; Quite a Conundrum ,John Lucas,actor
Sanctum ,Richard Roxburgh,actor
Sands of Iwo Jima ,Forrest Tucker,actor
Sarah's Key ,Arben Bajraktaraj,actor
Sardaar Ji ,Diljit Dosanjh,actor
Sausage Party ,Anders Holm,actor
Savage Grace ,Stephen Dillane,actor
Savages ,Gary Stretch,actor
Save the Last Dance ,Fredro Starr,actor
Saved! ,Eva Amurri Martino,actor
Saving Face ,Jessica Hecht,actor
Saving Grace             ,Bokeem Woodbine,actor
Saving Grace             ,Bokeem Woodbine,actor
Saving Mr. Banks ,B.J. Novak,actor
Saving Private Perez ,Joaqu?n Cosio,actor
Saving Private Ryan ,Matt Damon,actor
Saving Silverman ,Kyle Gass,actor
Saw ,Shawnee Smith,actor
Saw 3D: The Final Chapter ,Betsy Russell,actor
Saw II ,Shawnee Smith,actor
Saw III ,Leigh Whannell,actor
Saw IV ,Angus Macfadyen,actor
Saw V ,Scott Patterson,actor
Saw VI ,George Newbern,actor
Say It Isn't So ,Jack Plotnick,actor
Scarface ,Mary Elizabeth Mastrantonio,actor
Scary Movie 2 ,Andy Richter,actor
Scary Movie 3 ,Jenny McCarthy,actor
Scary Movie 4 ,Regina Hall,actor
Scary Movie 5 ,Molly Shannon,actor
Schindler's List ,Caroline Goodall,actor
School Daze ,Bill Nunn,actor
School for Scoundrels ,Jacinda Barrett,actor
School of Rock ,Mike White,actor
Scooby-Doo ,Miguel A. N??ez Jr.,actor
Scooby-Doo 2: Monsters Unleashed ,Tim Blake Nelson,actor
Scoop ,Geoff Bell,actor
Scott Pilgrim vs. the World ,Ellen Wong,actor
Scott Walker: 30 Century Man ,Damon Albarn,actor
Scream ,Roger Jackson,actor
Scream 2 ,Kevin Williamson,actor
Scream 3 ,Nancy O'Dell,actor
Scream 4 ,Shenae Grimes-Beech,actor
Scream: The TV Series             ,Jason Wiles,actor
Screwed ,Sherman Hemsley,actor
Scrooged ,Robert Mitchum,actor
Se7en ,Reg E. Cathey,actor
Sea of Love ,Ellen Barkin,actor
Sea Rex 3D: Journey to a Prehistoric World ,Chloe Hollings,actor
Seabiscuit ,Michael O'Neill,actor
Secondhand Lions ,Emmanuelle Vaugier,actor
Secret in Their Eyes ,Joe Cole,actor
Secret Window ,Timothy Hutton,actor
Secretariat ,Dylan Walsh,actor
Secretary ,Lesley Ann Warren,actor
Secrets and Lies             ,KaDee Strickland,actor
See Spot Run ,Paul Sorvino,actor
Seed of Chucky ,Hannah Spearritt,actor
Seeking a Friend for the End of the World ,Rob Huebel,actor
Selena ,Jacob Vargas,actor
Self/less ,Sandra Ellis Lafferty,actor
Selma ,Oprah Winfrey,actor
Semi-Pro ,Matt Walsh,actor
Sense and Sensibility ,Tom Wilkinson,actor
September Dawn ,Trent Ford,actor
Serendipity ,Ann Talman,actor
Serenity ,Michael Hitchcock,actor
Serial Mom ,Traci Lords,actor
Serving Sara ,Vincent Pastore,actor
Session 9 ,Larry Fessenden,actor
Set It Off ,Blair Underwood,actor
Seven Pounds ,Madison Pettis,actor
Seven Psychopaths ,Michael Stuhlbarg,actor
Seven Samurai ,Kamatari Fujiwara,actor
Seven Years in Tibet ,Victor Wong,actor
Seventh Son ,Olivia Williams,actor
Severance ,Laura Harris,actor
Sex and the City             ,Cynthia Nixon,actor
Sex and the City 2 ,Kristin Davis,actor
Sex Drive ,Alice Greczyn,actor
Sex Tape ,Nat Faxon,actor
Sex with Strangers ,,actor
"Sex, Lies, and Videotape ",Steven Brill,actor
Sexy Beast ,Amanda Redman,actor
Sgt. Bilko ,Max Casella,actor
Shade ,Mark De Alessandro,actor
Shadow Conspiracy ,Nicholas Turturro,actor
Shadow of the Vampire ,Catherine McCormack,actor
Shadowlands ,Julian Fellowes,actor
Shaft ,Daniel von Bargen,actor
Shakespeare in Love ,Simon Callow,actor
Shalako ,Honor Blackman,actor
Shall We Dance ,Omar Benson Miller,actor
Shallow Hal ,Susan Ward,actor
Shame ,James Badge Dale,actor
Shanghai Calling ,Eliza Coupe,actor
Shanghai Knights ,Georgina Chapman,actor
Shanghai Noon ,Kate Luyben,actor
Shanghai Surprise ,Clyde Kusatsu,actor
Shaolin Soccer ,Kwok-Kwan Chan,actor
Shark Lake ,James Chalke,actor
Shark Night 3D ,Katharine McPhee,actor
Shark Tale ,Angelina Jolie Pitt,actor
Sharknado ,Cassandra Scerbo,actor
Sharkskin ,Carmen Argenziano,actor
Shattered ,Callum Rennie,actor
Shattered Glass ,Cas Anvar,actor
Shaun of the Dead ,Rafe Spall,actor
Shaun the Sheep             ,Kate Harbour,actor
She Done Him Wrong ,Louise Beavers,actor
She Wore a Yellow Ribbon ,Victor McLaglen,actor
Sheena ,Ted Wass,actor
Sherlock Holmes ,Robert Maillet,actor
Sherlock Holmes: A Game of Shadows ,Paul Anderson,actor
Sherrybaby ,Michelle Hurst,actor
She's All That ,Kieran Culkin,actor
She's Gotta Have It ,Tracy Camilla Johns,actor
She's Out of My League ,Geoff Stults,actor
She's the Man ,Laura Ramsey,actor
She's the One ,Michael McGlone,actor
Shine ,Nicholas Bell,actor
Shine a Light ,Albert Maysles,actor
Shinjuku Incident ,Yasuaki Kurata,actor
Shipwrecked ,Stian Smestad,actor
Sholem Aleichem: Laughing in the Darkness ,Jason Kravits,actor
Shooter ,Louis Ferreira,actor
Shooting Fish ,Ralph Ineson,actor
Shooting the Warwicks ,Bethany Blakey,actor
Shopgirl ,Clyde Kusatsu,actor
Short Cut to Nirvana: Kumbh Mela ,Swami Krishnanad,actor
Shortbus ,Raphael Barker,actor
Shorts ,Jake Short,actor
Shotgun Stories ,Travis Smith,actor
Should've Been Romeo ,Costas Mandylor,actor
Show Boat ,Howard Keel,actor
Show Me ,Gabriel Hogan,actor
Showdown in Little Tokyo ,Vernee Watson,actor
Showgirls ,Robert Davi,actor
Shrek ,Bobby Block,actor
Shrek 2 ,Conrad Vernon,actor
Shrek Forever After ,Mary Kay Place,actor
Shrek the Third ,Rupert Everett,actor
Shutter ,Daisy Betts,actor
Shutter Island ,Nellie Sciutto,actor
Sicario ,Daniel Kaluuya,actor
Sicko ,Bill Clinton,actor
Side Effects ,Katie Lowes,actor
Side Effects ,Katie Lowes,actor
Sideways ,M.C. Gainey,actor
Signed Sealed Delivered ,Crystal Lowe,actor
Signs ,Cherry Jones,actor
Silent Hill ,Alice Krige,actor
Silent Hill: Revelation 3D ,Martin Donovan,actor
Silent House ,Adam Trese,actor
Silent Movie ,Bernadette Peters,actor
Silent Running ,Jesse Vint,actor
Silent Trigger ,Conrad Dunn,actor
Silmido ,Kyung-gu Sol,actor
Silver Linings Playbook ,Bradley Cooper,actor
Silver Medallist ,Zheng Xu,actor
Silverado ,Brad Leland,actor
Simon Birch ,Dana Ivey,actor
Simply Irresistible ,Lawrence Gilliard Jr.,actor
Sin City ,Jason Douglas,actor
Sin City: A Dame to Kill For ,Eva Green,actor
Sinbad: Legend of the Seven Seas ,Timothy West,actor
Singin' in the Rain ,Cyd Charisse,actor
Sinister ,James Ransone,actor
Sinister 2 ,Jaden Klein,actor
Sisters in Law ,,actor
Six Days Seven Nights ,Amy Sedaris,actor
Six-String Samurai ,Kim De Angelo,actor
Skin Trade ,Celina Jade,actor
Sky Captain and the World of Tomorrow ,Bai Ling,actor
Sky High ,Nicholas Braun,actor
Skyfall ,Rory Kinnear,actor
Skyfall ,Rory Kinnear,actor
Skyline ,Brittany Daniel,actor
Slacker ,Jean Caffeine,actor
Slacker Uprising ,Steve Earle,actor
Slackers ,Jim Rash,actor
Slam ,Bonz Malone,actor
Sleep Dealer ,Tenoch Huerta,actor
