director_name,duration,actor_2_name,gross,actor_1_name,movie_title,num_voted_users,actor_3_name,language,country,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Family,Musical,Romance,Mystery,Western,Comedy,Sport,Horror,Drama,War,History,Animation,Biography,Crime
Tina Gordon Chism,95,S. Epatha Merkerson,9123834,Tyler James Williams,Peeples?,4065,Diahann Carroll,English,USA,15000000,2013,5.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
,44,Jason Dohring,,Francis Capra,Veronica Mars?            ,55524,Enrico Colantoni,English,USA,,,8.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Patricia Rozema,101,Jane Krakowski,17655201,Julia Ormond,Kit Kittredge: An American Girl?,4719,Willow Smith,English,USA,10000000,2008,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Steve Miner,82,Bridget Fonda,31768374,Oliver Platt,Lake Placid?,42761,Ty Olsson,English,USA,27000000,1999,5.6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Larry Clark,91,Leo Fitzpatrick,7417210,Rosario Dawson,Kids?,59041,Justin Pierce,English,USA,1500000,1995,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Marc Forster,87,Alan Ruck,,Radha Mitchell,Everything Put Together?,601,Megan Mullally,English,USA,100000,2000,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,42,Kirk Acevedo,,Amanda Schull,12 Monkeys?            ,20839,Tom Noonan,English,USA,,,7.6,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
James Wan,111,Kelly Preston,9525276,Aisha Tyler,Death Sentence?,60156,Edi Gathegi,English,USA,20000000,2007,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bob Odenkirk,93,Lee Majors,900926,Jenna Fischer,The Brothers Solomon?,9517,Will Forte,English,USA,10000000,2007,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jay Chandrasekhar,119,Lindsay Price,4992159,Brittany Daniel,Club Dread?,23823,Jay Chandrasekhar,English,USA,8550000,2004,5.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Julie Anne Robinson,91,Debbie Reynolds,26404753,Fisher Stevens,One for the Money?,34203,Patrick Fischler,English,USA,40000000,2012,5.3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Howard Deutch,112,Taran Killam,19151864,Dane Cook,My Best Friend's Girl?,36983,Riki Lindhome,English,USA,40000000,2008,5.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Tim Blake Nelson,95,Andrew Keegan,16017403,Mekhi Phifer,O?,17333,John Heard,English,USA,5000000,2001,6.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Tim Blake Nelson,95,Andrew Keegan,16017403,Mekhi Phifer,O?,17333,John Heard,English,USA,5000000,2001,6.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jamie Babbit,91,David Gallagher,381186,Katy Mixon,The Quiet?,13485,Edie Falco,English,USA,900000,2005,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rick Famuyiwa,103,Lance Gross,20246959,America Ferrera,Our Family Wedding?,5721,Lupe Ontiveros,English,USA,14000000,2010,4.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
,60,Joan Allen,,Zach Gilford,The Family?            ,3322,Liam James,English,USA,,,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Michael Lehmann,96,Vinessa Shaw,37939782,Emmanuelle Vaugier,40 Days and 40 Nights?,62272,Paulo Costanzo,English,USA,17000000,2002,5.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Matty Rich,110,Joe Morton,8880705,Jada Pinkett Smith,The Inkwell?,1103,Larenz Tate,English,USA,,1994,6.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Larry Clark,115,Nick Stahl,510092,Kelli Garner,Bully?,29424,Brad Renfro,English,USA,,2001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Nelson McCormick,101,Paige Turco,29062561,Sela Ward,The Stepfather?,23424,Skyler Samuels,English,USA,,2009,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Steve Rash,89,Nia Long,4692814,Barry Corbin,Held Up?,2870,Jake Busey,English,USA,8000000,1999,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Qasim Basir,94,Nia Long,,Dorian Missick,Mooz-Lum?,919,Evan Ross,English,USA,,2010,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Steve Carr,87,Jeffrey Jones,112950721,Raven-Symon?,Dr. Dolittle 2?,33884,Kevin Pollak,English,USA,72000000,2001,4.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Jonathan English,121,Mackenzie Crook,,Jason Flemyng,Ironclad?,34338,Derek Jacobi,English,UK,25000000,2011,6.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Norman Jewison,120,Colin Salmon,763044,Charlotte Rampling,The Statement?,4257,John Neville,English,Canada,23000000,2003,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eric Darnell,89,Jada Pinkett Smith,179982968,Bernie Mac,Madagascar: Escape 2 Africa?,146019,Cedric the Entertainer,English,USA,150000000,2008,6.7,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Tony Gilroy,119,Denis O'Hare,49024969,Tom Wilkinson,Michael Clayton?,133367,Sydney Pollack,English,USA,25000000,2007,7.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Shane Meadows,101,Joseph Gilgun,327919,Stephen Graham,This Is England?,99177,Jack O'Connell,English,UK,1500000,2006,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jonathan Lynn,120,Bruce McGill,52929168,Fred Gwynne,My Cousin Vinny?,82743,Lane Smith,English,USA,11000000,1992,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jane Campion,119,Paul Schneider,4440055,Abbie Cornish,Bright Star?,21360,Samuel Roukin,English,UK,8500000,2009,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Lee Daniels,109,Gabourey Sidibe,47536959,Mo'Nique,Precious?,86955,Mariah Carey,English,USA,10000000,2009,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,50,Sarah Carter,,Cole Hauser,Rogue?            ,1781,Derek Luke,English,USA,,,6.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lee Daniels,109,Gabourey Sidibe,47536959,Mo'Nique,Precious?,86956,Mariah Carey,English,USA,10000000,2009,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Richard Ayoade,97,Paddy Considine,466702,Craig Roberts,Submarine?,65877,Sally Hawkins,English,UK,,2010,7.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Hyung-rae Shim,107,Aimee Garcia,10956379,Robert Forster,Dragon Wars: D-War?,21506,Chris Mulkey,English,South Korea,35000000,2007,3.6,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Spike Lee,115,Delroy Lindo,13640000,Alfre Woodard,Crooklyn?,6011,Isaiah Washington,English,USA,14000000,1994,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Craig Mazin,82,Tracy Morgan,25871834,Drake Bell,Superhero Movie?,52052,Marion Ross,English,USA,35000000,2008,4.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Renny Harlin,97,Kyle Schmid,23292105,Laura Ramsey,The Covenant?,39541,Toby Hemingway,English,USA,20000000,2006,5.3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Robert Altman,131,Bob Balaban,41300105,Kristin Scott Thomas,Gosford Park?,65201,Tom Hollander,English,UK,19800000,2001,7.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Daniel Barnz,121,Rosie Perez,5308553,Holly Hunter,Won't Back Down?,5147,Dante Brown,English,USA,,2012,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Griffin Dunne,90,Fisher Stevens,112521,Mira Sorvino,Lisa Picard Is Famous?,455,Melissa Gilbert,English,USA,,2000,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kevin Smith,123,Jason Mewes,2122561,Ethan Suplee,Mallrats?,99033,Joey Lauren Adams,English,USA,6000000,1995,7.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Richard LaGravenese,100,Eddie Cibrian,12902790,Holly Hunter,Living Out Loud?,4052,Jenette Goldstein,English,USA,12000000,1998,6.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Ridley Scott,156,William Hurt,105219735,Mark Addy,Robin Hood?,211765,Scott Grimes,English,USA,200000000,2010,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Brian Levant,91,Elizabeth Perkins,130512915,Jonathan Winters,The Flintstones?,60884,Harvey Korman,English,USA,45000000,1994,4.8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Tim Hill,87,F. Murray Abraham,16290976,Josh Charles,Muppets from Space?,14637,David Arquette,English,USA,24000000,1999,6.2,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Bibo Bergeron,90,Bob Balaban,,Adam Goldberg,A Monster in Paris?,15790,Fran?ois Cluzet,French,France,25000000,2011,6.8,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
Steven Brill,102,Shaun Weiss,32853640,Lisa Ann Walter,Drillbit Taylor?,50199,Matt Walsh,English,USA,40000000,2008,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Martha Coolidge,111,Miranda Richardson,28165882,Devin Ratray,The Prince and Me?,31984,Luke Mably,English,USA,,2004,5.9,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Roland Emmerich,120,Sela Ward,102315545,Vivica A. Fox,Independence Day: Resurgence?,58137,Judd Hirsch,English,USA,165000000,2016,5.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Zemeckis,116,Thomas F. Wilson,210609762,Lea Thompson,Back to the Future?,732212,J.J. Cohen,English,USA,19000000,1985,8.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alan Jacobs,92,Laz Alonso,,Snoop Dogg,Down for Life?,257,Nicholas Gonzalez,English,USA,,2009,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paul Feig,131,Wendi McLendon-Covey,169076745,Matt Lucas,Bridesmaids?,218711,Steve Bannos,English,USA,32500000,2011,6.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Taylor Hackford,330,Jesse Borrego,4496583,Delroy Lindo,"Blood In, Blood Out?",23181,Raymond Cruz,English,USA,35000000,1993,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Rob Zombie,119,Tyler Mane,33386128,Scout Taylor-Compton,Halloween II?,36372,Margot Kidder,English,USA,15000000,2009,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rob Zombie,119,Tyler Mane,33386128,Scout Taylor-Compton,Halloween II?,36372,Margot Kidder,English,USA,15000000,2009,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Paul W.S. Anderson,109,Colin Salmon,80281096,Sanaa Lathan,AVP: Alien vs. Predator?,143628,Raoul Bova,English,USA,60000000,2004,5.6,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rusty Cundieff,98,Clarence Williams III,11797927,Corbin Bernsen,Tales from the Hood?,4582,David Alan Grier,English,USA,6000000,1995,6.1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Michael Bay,150,Kevin Dunn,402076689,Glenn Morshower,Transformers: Revenge of the Fallen?,323207,Ramon Rodriguez,English,USA,200000000,2009,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Amatulli,90,Patricia Neal,,Heather Locklear,Flying By?,215,Katie Leclerc,English,USA,,2009,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Joel Edgerton,108,Allison Tolman,43771291,Busy Philipps,The Gift?,79909,Wendell Pierce,English,USA,5000000,2015,7.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Joel Edgerton,108,Allison Tolman,43771291,Busy Philipps,The Gift?,79916,Wendell Pierce,English,USA,5000000,2015,7.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chuck Russell,92,Rebecca De Mornay,,Sam Trammell,I Am Wrath?,4510,Amanda Schull,English,USA,18000000,2016,5.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Donald Petrie,103,Carlos Ponce,17324744,Samaire Armstrong,Just My Luck?,44103,Faizon Love,English,USA,28000000,2006,5.3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Morgan J. Freeman,90,John Heard,99147,Ethan Suplee,Desert Blue?,1884,Sara Gilbert,English,USA,2000000,1998,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Taylor Hackford,117,Bai Ling,134904,Scout Taylor-Compton,Love Ranch?,2395,Gil Birmingham,English,USA,25000000,2010,5.7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
Tyler Perry,100,Tika Sumpter,52528330,Alicia Witt,A Madea Christmas?,4265,Larry the Cable Guy,English,USA,25000000,2013,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Rick Famuyiwa,109,Sanaa Lathan,27362712,Boris Kodjoe,Brown Sugar?,5971,Wendell Pierce,English,USA,8000000,2002,6.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Michael Hoffman,118,Gerald McRaney,26761283,Luke Bracey,The Best of Me?,43084,Clarke Peters,English,USA,26000000,2014,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Uwe Boll,80,Katharine Isabelle,,Matt Frewer,Rampage?,15091,Michael Par?,English,Canada,,2009,6.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark L. Lester,75,Vernon Wells,,Bill Duke,Commando?,111649,Rae Dawn Chong,English,USA,10000000,1985,6.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duncan Tucker,103,Felicity Huffman,9013113,Kevin Zegers,Transamerica?,36321,Paul Borghese,English,USA,1000000,2005,7.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Keenen Ivory Wayans,100,Salli Richardson-Whitfield,29392418,Jada Pinkett Smith,A Low Down Dirty Shame?,3924,Charles S. Dutton,English,USA,10000000,1994,5.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Darren Lynn Bousman,121,Shawnee Smith,80150343,Costas Mandylor,Saw III?,142115,Leigh Whannell,English,USA,10000000,2006,6.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Marc Sch?lermann,95,Larry Drake,108662,John de Lancie,Pathology?,26849,Johnny Whitworth,English,USA,8000000,2008,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Alexandre Aja,112,Cameron Boyce,30691439,Jason Flemyng,Mirrors?,86205,Julian Glover,English,USA,35000000,2008,6.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Benson Lee,110,Caity Lotz,8888355,Chris Brown,Battle of the Year?,7894,Laz Alonso,English,USA,20000000,2013,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Frank Coraci,120,Steve Coogan,24004159,Jim Broadbent,Around the World in 80 Days?,68720,C?cile De France,English,USA,110000000,2004,5.8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Frank Coraci,120,Steve Coogan,24004159,Jim Broadbent,Around the World in 80 Days?,68722,C?cile De France,English,USA,110000000,2004,5.8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
John Schlesinger,101,Beverly D'Angelo,53146000,Joe Mantegna,Eye for an Eye?,9845,Philip Baker Hall,English,USA,20000000,1996,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Stephen Norrington,110,Traci Lords,70001065,Sanaa Lathan,Blade?,191437,Udo Kier,English,USA,45000000,1998,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David R. Ellis,90,Michael Landes,46455802,Sarah Carter,Final Destination 2?,120786,Keegan Connor Tracy,English,USA,26000000,2003,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Michael Polish,111,William Katt,985341,Sasha Alexander,Twin Falls Idaho?,3479,Jon Gries,English,USA,500000,1999,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stuart Beattie,92,Kevin Grevioux,19059018,Caitlin Stasey,"I, Frankenstein?",65709,Miranda Otto,English,Australia,65000000,2014,5.1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert M. Young,105,Bruce McGill,,Barry Corbin,The Ballad of Gregorio Cortez?,39,Ned Beatty,English,USA,1250000,1982,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tom Elkins,101,Cicely Tyson,,Abigail Spencer,The Haunting in Connecticut 2: Ghosts of Georgia?,13167,Brad James,English,USA,9000000,2013,5.3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Chris Eyre,89,Irene Bedard,6719300,Michael Greyeyes,Smoke Signals?,8224,Gary Farmer,English,Canada,2000000,1998,7.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Katt Shea,104,Rachel Blanchard,17757087,Jason London,The Rage: Carrie 2?,13065,Eddie Kaye Thomas,English,USA,21000000,1999,4.6,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mort Nathan,97,Lin Shaye,8586376,Vivica A. Fox,Boat Trip?,26598,Bob Gunton,English,USA,20000000,2002,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Benni Diez,87,Cecilia Pillado,,Clifton Collins Jr.,Stung?,3119,David Masterson,English,Germany,2500000,2015,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jeff Wadlow,90,Gary Cole,10042266,Julian Morris,Cry_Wolf?,23021,Lindy Booth,English,USA,1000000,2005,5.9,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Tom Shadyac,95,James Coburn,128769345,Jada Pinkett Smith,The Nutty Professor?,86556,Dave Chappelle,English,USA,54000000,1996,5.6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
David Bowers,94,Rachael Harris,49002815,Zachary Gordon,Diary of a Wimpy Kid: Dog Days?,15665,Karan Brar,English,USA,22000000,2012,6.4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Jessie Nelson,132,Loretta Devine,40270895,Dianne Wiest,I Am Sam?,121937,Richard Schiff,English,USA,22000000,2001,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Terry Zwigoff,98,Tony Cox,60057639,Bernie Mac,Bad Santa?,107815,Alex Borstein,English,USA,18000000,2003,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Graham Annable,96,Dee Bradley Baker,50807639,Isaac Hempstead Wright,The Boxtrolls?,40883,Tracy Morgan,English,USA,60000000,2014,6.8,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Marc Lawrence,103,Kim Shaw,29580087,Michael Kelly,Did You Hear About the Morgans??,29523,Kevin Brown,English,USA,58000000,2009,4.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Francis Ford Coppola,88,Bruce Dern,,Alden Ehrenreich,Twixt?,8589,Joanne Whalley,English,USA,7000000,2011,4.8,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
,173,Colm Feore,,Craig T. Nelson,Creature?            ,2011,Megalyn Echikunwoke,English,USA,,,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Fred Dekker,104,Rip Torn,10696210,CCH Pounder,RoboCop 3?,35018,Mako,English,USA,23500000,1993,3.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jean-Fran?ois Richet,109,Drea de Matteo,19976073,Brian Dennehy,Assault on Precinct 13?,65979,Hugh Dillon,English,USA,20000000,2005,6.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Brian Helgeland,90,Deborah Kara Unger,81517441,Bill Duke,Payback?,111368,William Devane,English,USA,50000000,1999,7.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Katherine Dieckmann,90,Minnie Driver,92900,Stephanie Szostak,Motherhood?,3662,Anthony Edwards,English,USA,5000000,2009,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Pitof,87,Christopher Heyerdahl,40198710,Frances Conroy,Catwoman?,87451,Alex Borstein,English,USA,100000000,2004,3.3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Hugh Wilson,103,Elizabeth Berkley,105444419,Stockard Channing,The First Wives Club?,31817,Stephen Collins,English,USA,26000000,1996,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mark Piznarski,96,Chris Klein,10494147,Bruce Greenwood,Here on Earth?,7403,Elaine Hendrix,English,USA,15000000,2000,5.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Shekhar Kapur,125,Lucy Gordon,18306166,Djimon Hounsou,The Four Feathers?,28130,Alex Jennings,English,UK,35000000,2002,6.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Stewart Hendler,101,Margo Harshman,11956207,Julian Morris,Sorority Row?,24012,Rumer Willis,English,USA,16000000,2009,5.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Stephen Frears,113,Lili Taylor,27277055,Drake Bell,High Fidelity?,143137,Lisa Bonet,English,UK,20000000,2000,7.6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Mark Brown,90,Monica Calhoun,92362,Vivica A. Fox,The Salon?,444,Garrett Morris,English,USA,1500000,2005,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
David M. Matthews,,Lamman Rucker,2592808,Essence Atkins,N-Secure?,548,Tempestt Bledsoe,English,USA,,2010,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Oliver Parker,100,Rupert Everett,,Lily Cole,St. Trinian's?,18220,Tamsin Egerton,English,UK,13500000,2007,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Peter Chelsom,104,Warren Beatty,6712451,Del Zamora,Town & Country?,4102,Garry Shandling,English,New Line,90000000,2001,4.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ben Affleck,130,Scoot McNairy,136019448,Clea DuVall,Argo?,452465,Tate Donovan,English,USA,44500000,2012,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Mike Leigh,125,Sally Hawkins,3753806,Eddie Marsan,Vera Drake?,20307,Imelda Staunton,English,UK,11000000,2004,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dominic Burns,101,Sean Pertwee,,Julian Glover,Alien Uprising?,2753,Bianca Brigitte VanDamme,English,UK,2500000,2012,3.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mars Callahan,99,Ricky Schroder,562059,Chazz Palminteri,Poolhall Junkies?,8535,Ernie Reyes Jr.,English,USA,4000000,2002,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Don Michael Paul,93,Faizon Love,5694308,Jeffrey Jones,Who's Your Caddy??,13815,Lil' Wayne,English,USA,7000000,2007,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Penny Marshall,128,Cliff Robertson,24332324,Ed Begley Jr.,Renaissance Man?,13830,Lillo Brancato,English,USA,40000000,1994,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bille August,121,Tom Wilkinson,2221994,Jim Broadbent,Smilla's Sense of Snow?,11747,Julia Ormond,English,Denmark,35000000,1997,6.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Julio DePietro,90,Scott Porter,100503,Adrian Martinez,The Good Guy?,7759,Aaron Yoo,English,USA,8000000,2009,5.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ron Underwood,96,Ariana Richards,16667084,Reba McEntire,Tremors?,90070,Michael Gross,English,USA,11000000,1990,7.1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Rowan Joffe,111,Sean Harris,,Sam Riley,Brighton Rock?,5013,Geoff Bell,English,UK,12000000,2010,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Danny Leiner,88,Fred Willard,18225165,Ethan Embry,Harold & Kumar Go to White Castle?,155262,Paula Garc?s,English,USA,9000000,2004,7.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hugh Wilson,96,Bubba Smith,81200000,Steve Guttenberg,Police Academy?,87739,Michael Winslow,English,USA,4500000,1984,6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dean DeBlois,85,Jason Scott Lee,145771527,Tia Carrere,Lilo & Stitch?,117212,David Ogden Stiers,English,USA,80000000,2002,7.2,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
Gina Prince-Bythewood,116,Nate Parker,14612840,Minnie Driver,Beyond the Lights?,11191,Darryl Stephens,English,USA,7000000,2014,6.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
John Singleton,130,Snoop Dogg,28734552,Mo'Nique,Baby Boy?,9566,Angell Conwell,English,USA,16000000,2001,6.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
