movie,Cast,Role
My Date with Drew ,Jon Gunn,Director
My Dog Skip ,Jay Russell,Director
My Dog Tulip ,Paul Fierlinger,Director
My Fair Lady ,George Cukor,Director
My Favorite Martian ,Donald Petrie,Director
My Fellow Americans ,Peter Segal,Director
My Girl ,Howard Zieff,Director
My Last Day Without You ,Stefan C. Schaefer,Director
My Life in Ruins ,Donald Petrie,Director
My Life Without Me ,Isabel Coixet,Director
My Lucky Star ,Dennie Gordon,Director
My Name Is Bruce ,Bruce Campbell,Director
My Name Is Khan ,Karan Johar,Director
My Own Private Idaho ,Gus Van Sant,Director
My Sister's Keeper ,Nick Cassavetes,Director
My Soul to Take ,Wes Craven,Director
My Soul to Take ,Wes Craven,Director
My Stepmother Is an Alien ,Richard Benjamin,Director
My Summer of Love ,Pawel Pawlikowski,Director
My Super Ex-Girlfriend ,Ivan Reitman,Director
My Week with Marilyn ,Simon Curtis,Director
Mystery Men ,Kinka Usher,Director
"Mystery, Alaska ",Jay Roach,Director
Mystic Pizza ,Donald Petrie,Director
Mystic River ,Clint Eastwood,Director
Nacho Libre ,Jared Hess,Director
Naked Gun 33 1/3: The Final Insult ,Peter Segal,Director
Namastey London ,Vipul Amrutlal Shah,Director
Nancy Drew ,Andrew Fleming,Director
Nanny McPhee ,Kirk Jones,Director
Nanny McPhee Returns ,Susanna White,Director
Napoleon Dynamite ,Jared Hess,Director
Narc ,Joe Carnahan,Director
National Lampoon's Vacation ,Harold Ramis,Director
National Treasure ,Jon Turteltaub,Director
Naturally Native ,Jennifer Wynne Farmer,Director
Navy Seals vs. Zombies ,Stanton Barrett,Director
Neal 'N' Nikki ,Arjun Sablok,Director
Nebraska ,Alexander Payne,Director
Need for Speed ,Scott Waugh,Director
Neighbors ,Nicholas Stoller,Director
Neighbors 2: Sorority Rising ,Nicholas Stoller,Director
Nerve ,Henry Joost,Director
Network ,Sidney Lumet,Director
Never Again ,Eric Schaeffer,Director
Never Back Down ,Jeff Wadlow,Director
Never Back Down 2: The Beatdown ,Michael Jai White,Director
Never Let Me Go ,Mark Romanek,Director
Never Say Never Again ,Irvin Kershner,Director
New in Town ,Jonas Elmer,Director
New Nightmare ,Wes Craven,Director
New Year's Eve ,Garry Marshall,Director
New York Minute ,Dennie Gordon,Director
New York Stories ,Woody Allen,Director
"New York, New York ",Martin Scorsese,Director
Newlyweds ,Edward Burns,Director
Next Day Air ,Benny Boom,Director
Next Friday ,Steve Carr,Director
Next Stop Wonderland ,Brad Anderson,Director
Niagara ,Henry Hathaway,Director
Nicholas Nickleby ,Douglas McGrath,Director
Nick and Norah's Infinite Playlist ,Peter Sollett,Director
Night at the Museum ,Shawn Levy,Director
Night at the Museum: Battle of the Smithsonian ,Shawn Levy,Director
Night at the Museum: Secret of the Tomb ,Shawn Levy,Director
Night of the Living Dead ,George A. Romero,Director
Night of the Living Dead ,George A. Romero,Director
Night Watch ,Timur Bekmambetov,Director
Nightcrawler ,Dan Gilroy,Director
Nighthawks ,Bruce Malmuth,Director
Nim's Island ,Jennifer Flackett,Director
Nine ,Rob Marshall,Director
Nine Dead ,Chris Shadley,Director
Nine Queens ,Fabi?n Bielinsky,Director
Ninja Assassin ,James McTeigue,Director
Nixon ,Oliver Stone,Director
No Country for Old Men ,Ethan Coen,Director
No End in Sight ,Charles Ferguson,Director
No Escape ,John Erick Dowdle,Director
No Good Deed ,Sam Miller,Director
No Man's Land: The Rise of Reeker ,Dave Payne,Director
No Reservations ,Scott Hicks,Director
No Strings Attached ,Ivan Reitman,Director
No Vacancy ,Chris Stokes,Director
Noah ,Darren Aronofsky,Director
Nomad: The Warrior ,Sergey Bodrov,Director
Non-Stop ,Jaume Collet-Serra,Director
North Country ,Niki Caro,Director
Northfork ,Michael Polish,Director
Not Another Teen Movie ,Joel Gallen,Director
Not Cool ,Shane Dawson,Director
Not Easily Broken ,Bill Duke,Director
Notes on a Scandal ,Richard Eyre,Director
Nothing ,Vincenzo Natali,Director
Nothing But a Man ,Michael Roemer,Director
Nothing to Lose ,Steve Oedekerk,Director
Notting Hill ,Roger Michell,Director
November ,Greg Harrison,Director
Novocaine ,David Atkins,Director
Now Is Good ,Ol Parker,Director
Now You See Me ,Louis Leterrier,Director
Now You See Me 2 ,Jon M. Chu,Director
Nowhere Boy ,Sam Taylor-Johnson,Director
Nowhere in Africa ,Caroline Link,Director
Nowhere to Run ,Robert Harmon,Director
N-Secure ,David M. Matthews,Director
Nurse 3D ,Douglas Aarniokoski,Director
Nurse Betty ,Neil LaBute,Director
Nutty Professor II: The Klumps ,Peter Segal,Director
O ,Tim Blake Nelson,Director
O ,Tim Blake Nelson,Director
"O Brother, Where Art Thou  ",Joel Coen,Director
Obitaemyy ostrov ,Fedor Bondarchuk,Director
Oblivion ,Joseph Kosinski,Director
Observe and Report ,Jody Hill,Director
Obvious Child ,Gillian Robespierre,Director
Oceans ,Jacques Perrin,Director
Ocean's Eleven ,Steven Soderbergh,Director
Ocean's Thirteen ,Steven Soderbergh,Director
Ocean's Twelve ,Steven Soderbergh,Director
October Baby ,Andrew Erwin,Director
Octopussy ,John Glen,Director
Oculus ,Mike Flanagan,Director
Of Gods and Men ,Xavier Beauvois,Director
Of Horses and Men ,Benedikt Erlingsson,Director
Office Space ,Mike Judge,Director
Old Dogs ,Walt Becker,Director
Old Joy ,Kelly Reichardt,Director
Old School ,Todd Phillips,Director
Oldboy ,Chan-wook Park,Director
Oliver Twist ,Roman Polanski,Director
Oliver! ,Carol Reed,Director
Olympus Has Fallen ,Antoine Fuqua,Director
On Deadly Ground ,Steven Seagal,Director
On Her Majesty's Secret Service ,Peter R. Hunt,Director
On the Downlow ,Tadeo Garcia,Director
On the Line ,Eric Bross,Director
On the Outs ,Lori Silverbush,Director
On the Road ,Walter Salles,Director
On the Waterfront ,Elia Kazan,Director
Once ,John Carney,Director
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Paul Crowder,Director
Once Upon a Time in America ,Sergio Leone,Director
Once Upon a Time in Mexico ,Robert Rodriguez,Director
Once Upon a Time in Queens ,Dave Rodriguez,Director
Once Upon a Time in the West ,Sergio Leone,Director
Ondine ,Neil Jordan,Director
One Day ,Lone Scherfig,Director
One Direction: This Is Us ,Morgan Spurlock,Director
One Flew Over the Cuckoo's Nest ,Milos Forman,Director
One for the Money ,Julie Anne Robinson,Director
One Hour Photo ,Mark Romanek,Director
One Man's Hero ,Lance Hool,Director
One Missed Call ,Eric Valette,Director
One Night with the King ,Michael O. Sajbel,Director
One to Another ,Pascal Arnold,Director
One True Thing ,Carl Franklin,Director
Ong-bak 2 ,Tony Jaa,Director
Only God Forgives ,Nicolas Winding Refn,Director
Only the Strong ,Sheldon Lettich,Director
Opal Dream ,Peter Cattaneo,Director
Open Range ,Kevin Costner,Director
Open Road ,Marcio Garcia,Director
Open Season ,Roger Allers,Director
Open Secret ,John Reinhardt,Director
Open Water ,Chris Kentis,Director
Operation Chromite ,John H. Lee,Director
Ordet ,Carl Theodor Dreyer,Director
Ordinary People ,Robert Redford,Director
Orgazmo ,Trey Parker,Director
Original Sin ,Michael Cristofer,Director
Orphan ,Jaume Collet-Serra,Director
Osama ,Siddiq Barmak,Director
Oscar and Lucinda ,Gillian Armstrong,Director
Osmosis Jones ,Bobby Farrelly,Director
Ouija ,Stiles White,Director
Our Brand Is Crisis ,David Gordon Green,Director
Our Family Wedding ,Rick Famuyiwa,Director
Our Idiot Brother ,Jesse Peretz,Director
Our Kind of Traitor ,Susanna White,Director
Out Cold ,Brendan Malloy,Director
Out of Africa ,Sydney Pollack,Director
Out of Inferno ,Danny Pang,Director
Out of Sight ,Steven Soderbergh,Director
Out of the Blue ,Dennis Hopper,Director
Out of the Blue ,Robert Sarkies,Director
Out of the Dark ,Llu?s Qu?lez,Director
Out of the Furnace ,Scott Cooper,Director
Out of Time ,Carl Franklin,Director
Outbreak ,Wolfgang Petersen,Director
Outside Bet ,Sacha Bennett,Director
Outside Providence ,Michael Corrente,Director
Over Her Dead Body ,Jeff Lowell,Director
Over the Hedge ,Tim Johnson,Director
Over the Hill to the Poorhouse ,Harry F. Millarde,Director
Owning Mahowny ,Richard Kwietniowski,Director
Oz the Great and Powerful ,Sam Raimi,Director
Oz the Great and Powerful ,Sam Raimi,Director
P.S. I Love You ,Richard LaGravenese,Director
Paa ,R. Balki,Director
Pacific Rim ,Guillermo del Toro,Director
Paddington ,Paul King,Director
Pain & Gain ,Michael Bay,Director
Paint Your Wagon ,Joshua Logan,Director
Pale Rider ,Clint Eastwood,Director
Palo Alto ,Gia Coppola,Director
Pan ,Joe Wright,Director
Pan ,Joe Wright,Director
Pan ,Joe Wright,Director
Pandaemonium ,Julien Temple,Director
Pandora's Box ,Georg Wilhelm Pabst,Director
Pandorum ,Christian Alvart,Director
Panic Room ,David Fincher,Director
Pan's Labyrinth ,Guillermo del Toro,Director
Paparazzi ,Paul Abascal,Director
Paper Towns ,Jake Schreier,Director
Paranormal Activity ,Oren Peli,Director
Paranormal Activity 2 ,Tod Williams,Director
Paranormal Activity 3 ,Henry Joost,Director
Paranormal Activity 4 ,Henry Joost,Director
Paranormal Activity: The Marked Ones ,Christopher Landon,Director
ParaNorman ,Chris Butler,Director
Parental Guidance ,Andy Fickman,Director
"Paris, je t'aime ",Olivier Assayas,Director
Parker ,Taylor Hackford,Director
Partition ,Vic Sarin,Director
Party Monster ,Fenton Bailey,Director
Passchendaele ,Paul Gross,Director
Pat Garrett & Billy the Kid ,Sam Peckinpah,Director
Patch Adams ,Tom Shadyac,Director
Pathology ,Marc Sch?lermann,Director
Patriot Games ,Phillip Noyce,Director
Patton ,Franklin J. Schaffner,Director
Paul ,Greg Mottola,Director
Paul Blart: Mall Cop ,Steve Carr,Director
Paul Blart: Mall Cop 2 ,Andy Fickman,Director
Pay It Forward ,Mimi Leder,Director
Payback ,Brian Helgeland,Director
Paycheck ,John Woo,Director
PCU ,Hart Bochner,Director
"Peace, Propaganda & the Promised Land ",Sut Jhally,Director
Peaceful Warrior ,Victor Salva,Director
Pearl Harbor ,Michael Bay,Director
Peeples ,Tina Gordon Chism,Director
Peggy Sue Got Married ,Francis Ford Coppola,Director
Penguins of Madagascar ,Eric Darnell,Director
Penitentiary ,Jamaa Fanaka,Director
People I Know ,Daniel Algrant,Director
Percy Jackson & the Olympians: The Lightning Thief ,Chris Columbus,Director
Percy Jackson: Sea of Monsters ,Thor Freudenthal,Director
Perfect Cowboy ,Ken Roht,Director
Perfume: The Story of a Murderer ,Tom Tykwer,Director
Perrier's Bounty ,Ian Fitzgibbon,Director
Persepolis ,Vincent Paronnaud,Director
Pet Sematary ,Mary Lambert,Director
Pete's Dragon ,David Lowery,Director
Phantasm II ,Don Coscarelli,Director
Phat Girlz ,Nnegest Likk?,Director
Phenomenon ,Jon Turteltaub,Director
Philadelphia ,Jonathan Demme,Director
Philomena ,Stephen Frears,Director
Phone Booth ,Joel Schumacher,Director
Pi ,Darren Aronofsky,Director
Pieces of April ,Peter Hedges,Director
Pierrot le Fou ,Jean-Luc Godard,Director
Pineapple Express ,David Gordon Green,Director
Pink Flamingos ,John Waters,Director
Pink Narcissus ,James Bidgood,Director
"Pink Ribbons, Inc. ",L?a Pool,Director
Pinocchio ,Norman Ferguson,Director
Piranha 3D ,Alexandre Aja,Director
Pirate Radio ,Richard Curtis,Director
Pirates of the Caribbean: At World's End ,Gore Verbinski,Director
Pirates of the Caribbean: Dead Man's Chest ,Gore Verbinski,Director
Pirates of the Caribbean: On Stranger Tides ,Rob Marshall,Director
Pirates of the Caribbean: The Curse of the Black Pearl ,Gore Verbinski,Director
Pitch Black ,David Twohy,Director
Pitch Perfect ,Jason Moore,Director
Pitch Perfect 2 ,Elizabeth Banks,Director
Pixels ,Chris Columbus,Director
Planet 51 ,Jorge Blanco,Director
Planet of the Apes ,Tim Burton,Director
Planet of the Apes ,Tim Burton,Director
Plastic ,Julian Gilbey,Director
Platoon ,Oliver Stone,Director
Play It to the Bone ,Ron Shelton,Director
Playing for Keeps ,Gabriele Muccino,Director
Please Give ,Nicole Holofcener,Director
Plush ,Catherine Hardwicke,Director
Pocahontas ,Mike Gabriel,Director
Pocketful of Miracles ,Frank Capra,Director
Poetic Justice ,John Singleton,Director
Point Blank ,John Boorman,Director
Point Break ,Ericson Core,Director
Point Break ,Ericson Core,Director
Pok mon 3: The Movie ,Kunihiko Yuyama,Director
Police Academy ,Hugh Wilson,Director
Police Academy: Mission to Moscow ,Alan Metter,Director
Polisse ,Ma?wenn,Director
Pollock ,Ed Harris,Director
Poltergeist ,Tobe Hooper,Director
Poltergeist ,Tobe Hooper,Director
Poltergeist III ,Gary Sherman,Director
Pompeii ,Paul W.S. Anderson,Director
Pontypool ,Bruce McDonald,Director
Ponyo ,Hayao Miyazaki,Director
Pooh's Heffalump Movie ,Frank Nissen,Director
Poolhall Junkies ,Mars Callahan,Director
Pootie Tang ,Louis C.K.,Director
Porky's ,Bob Clark,Director
Poseidon ,Wolfgang Petersen,Director
Post Grad ,Vicky Jenson,Director
Poultrygeist: Night of the Chicken Dead ,Lloyd Kaufman,Director
Pound of Flesh ,Ernie Barbarash,Director
Practical Magic ,Griffin Dunne,Director
Precious ,Lee Daniels,Director
Precious ,Lee Daniels,Director
Predator ,John McTiernan,Director
Predator 2 ,Stephen Hopkins,Director
Predators ,Nimr?d Antal,Director
Prefontaine ,Steve James,Director
Premium Rush ,David Koepp,Director
Premonition ,Mennan Yapo,Director
Pretty Woman ,Garry Marshall,Director
Pride & Prejudice ,Joe Wright,Director
Pride and Glory ,Gavin O'Connor,Director
Pride and Prejudice and Zombies ,Burr Steers,Director
Priest ,Scott Stewart,Director
Primary Colors ,Mike Nichols,Director
Primer ,Shane Carruth,Director
Prince of Persia: The Sands of Time ,Mike Newell,Director
Princess Kaiulani ,Marc Forby,Director
Princess Mononoke ,Hayao Miyazaki,Director
Prison ,Renny Harlin,Director
Prisoners ,Denis Villeneuve,Director
Private Benjamin ,Howard Zieff,Director
Project Almanac ,Dean Israelite,Director
Project X ,Nima Nourizadeh,Director
Prom ,Joe Nussbaum,Director
Prom Night ,Nelson McCormick,Director
Prometheus ,Ridley Scott,Director
Promised Land ,Gus Van Sant,Director
Proof of Life ,Taylor Hackford,Director
Prophecy ,John Frankenheimer,Director
Proud ,Mary Pat Kelly,Director
Psycho ,Alfred Hitchcock,Director
Psycho Beach Party ,Robert Lee King,Director
Public Enemies ,Michael Mann,Director
Pulp Fiction ,Quentin Tarantino,Director
Pulse ,Jim Sonzero,Director
Punch-Drunk Love ,Paul Thomas Anderson,Director
Punisher: War Zone ,Lexi Alexander,Director
Purple Violets ,Edward Burns,Director
Pushing Tin ,Mike Newell,Director
Puss in Boots ,Chris Miller,Director
Q ,Laurent Bouhnik,Director
Quantum of Solace ,Marc Forster,Director
Quarantine ,John Erick Dowdle,Director
Quartet ,Dustin Hoffman,Director
Queen Crab ,Brett Piper,Director
Queen of the Damned ,Michael Rymer,Director
Queen of the Mountains ,Sadyk Sher-Niyaz,Director
Quest for Fire ,Jean-Jacques Annaud,Director
Quigley Down Under ,Simon Wincer,Director
Quills ,Philip Kaufman,Director
Quincea era ,Richard Glatzer,Director
Quo Vadis ,Mervyn LeRoy,Director
R.I.P.D. ,Robert Schwentke,Director
R.L. Stine's Monsterville: The Cabinet of Souls ,Peter DeLuise,Director
R100 ,Hitoshi Matsumoto,Director
Rabbit Hole ,John Cameron Mitchell,Director
Rabbit-Proof Fence ,Phillip Noyce,Director
Race ,Stephen Hopkins,Director
Race to Witch Mountain ,Andy Fickman,Director
Rachel Getting Married ,Jonathan Demme,Director
Racing Stripes ,Frederik Du Chau,Director
Radio ,Michael Tollin,Director
Radio Days ,Woody Allen,Director
Radio Flyer ,Richard Donner,Director
Raging Bull ,Martin Scorsese,Director
Raiders of the Lost Ark ,Steven Spielberg,Director
Rain Man ,Barry Levinson,Director
Raise the Titanic ,Jerry Jameson,Director
Raise Your Voice ,Sean McNamara,Director
Raising Cain ,Brian De Palma,Director
Raising Helen ,Garry Marshall,Director
Raising Victor Vargas ,Peter Sollett,Director
Ramanujan ,Gnana Rajasekaran,Director
Rambo III ,Peter MacDonald,Director
Rambo: First Blood Part II ,George P. Cosmatos,Director
Ramona and Beezus ,Elizabeth Allen Rosenbaum,Director
Rampage ,Uwe Boll,Director
Random Hearts ,Sydney Pollack,Director
Rang De Basanti ,Rakeysh Omprakash Mehra,Director
Rango ,Gore Verbinski,Director
Ransom ,Ron Howard,Director
Rapa Nui ,Kevin Reynolds,Director
Rat Race ,Jerry Zucker,Director
Ratatouille ,Brad Bird,Director
Ravenous ,Antonia Bird,Director
Ray ,Taylor Hackford,Director
Raymond Did It ,Travis Legge,Director
Ready to Rumble ,Brian Robbins,Director
Real Steel ,Shawn Levy,Director
Real Women Have Curves ,Patricia Cardoso,Director
Rebecca ,Alfred Hitchcock,Director
Recess: School's Out ,Chuck Sheetz,Director
RED ,Robert Schwentke,Director
RED 2 ,Dean Parisot,Director
Red Cliff ,John Woo,Director
Red Dawn ,John Milius,Director
Red Dog ,Kriv Stenders,Director
Red Dragon ,Brett Ratner,Director
Red Eye ,Wes Craven,Director
Red Lights ,Rodrigo Cort?s,Director
Red Planet ,Antony Hoffman,Director
Red Riding Hood ,Catherine Hardwicke,Director
Red Riding: In the Year of Our Lord 1974 ,Julian Jarrold,Director
Red River ,Howard Hawks,Director
Red Sky ,Mario Van Peebles,Director
Red Sonja ,Richard Fleischer,Director
Red State ,Kevin Smith,Director
Red Tails ,Anthony Hemingway,Director
Redacted ,Brian De Palma,Director
Redbelt ,David Mamet,Director
Redemption Road ,Mario Van Peebles,Director
Reds ,Warren Beatty,Director
Regression ,Alejandro Amen?bar,Director
Reign of Assassins ,Chao-Bin Su,Director
Reign of Fire ,Rob Bowman,Director
Reign Over Me ,Mike Binder,Director
Reindeer Games ,John Frankenheimer,Director
Re-Kill ,Valeri Milev,Director
Religulous ,Larry Charles,Director
Remember Me ,Allen Coulter,Director
"Remember Me, My Love ",Gabriele Muccino,Director
Remember the Titans ,Boaz Yakin,Director
Renaissance ,Christian Volckman,Director
Renaissance Man ,Penny Marshall,Director
Rendition ,Gavin Hood,Director
Reno 911!: Miami ,Robert Ben Garant,Director
Rent ,Chris Columbus,Director
Repo Man ,Alex Cox,Director
Repo Men ,Miguel Sapochnik,Director
Repo! The Genetic Opera ,Darren Lynn Bousman,Director
Requiem for a Dream ,Darren Aronofsky,Director
Rescue Dawn ,Werner Herzog,Director
Reservoir Dogs ,Quentin Tarantino,Director
Resident Evil ,Paul W.S. Anderson,Director
Resident Evil: Afterlife ,Paul W.S. Anderson,Director
Resident Evil: Apocalypse ,Alexander Witt,Director
Resident Evil: Extinction ,Russell Mulcahy,Director
Resident Evil: Retribution ,Paul W.S. Anderson,Director
Restless ,Edward Hall,Director
Restoration ,Zack Ward,Director
Resurrecting the Champ ,Rod Lurie,Director
Return of the Living Dead III ,Brian Yuzna,Director
Return to Me ,Bonnie Hunt,Director
Return to Never Land ,Robin Budd,Director
Return to Oz ,Walter Murch,Director
Return to the Blue Lagoon ,William A. Graham,Director
Revolutionary Road ,Sam Mendes,Director
Ri hie Ri h ,Donald Petrie,Director
Richard III ,Richard Loncraine,Director
Riddick ,David Twohy,Director
Ride Along ,Tim Story,Director
Ride Along 2 ,Tim Story,Director
Ride with the Devil ,Ang Lee,Director
Riding Giants ,Stacy Peralta,Director
Riding in Cars with Boys ,Penny Marshall,Director
Righteous Kill ,Jon Avnet,Director
Rio ,Carlos Saldanha,Director
Rio 2 ,Carlos Saldanha,Director
Ripley's Game ,Liliana Cavani,Director
Rise of the Entrepreneur: The Search for a Better Way ,Joe Kenemore,Director
Rise of the Guardians ,Peter Ramsey,Director
Rise of the Planet of the Apes ,Rupert Wyatt,Director
Risen ,Kevin Reynolds,Director
River's Edge ,Tim Hunter,Director
Rize ,David LaChapelle,Director
Road Hard ,Adam Carolla,Director
Road House ,Rowdy Herrington,Director
Road to Perdition ,Sam Mendes,Director
Road Trip ,Todd Phillips,Director
Roadside ,Eric England,Director
Roadside Romeo ,Jugal Hansraj,Director
Roar ,Noel Marshall,Director
Rob Roy ,Michael Caton-Jones,Director
Robin and Marian ,Richard Lester,Director
Robin Hood ,Ridley Scott,Director
Robin Hood: Prince of Thieves ,Kevin Reynolds,Director
RoboCop ,Jos? Padilha,Director
RoboCop ,Jos? Padilha,Director
RoboCop 3 ,Fred Dekker,Director
Robot & Frank ,Jake Schreier,Director
Robots ,Chris Wedge,Director
Rock of Ages ,Adam Shankman,Director
Rock Star ,Stephen Herek,Director
Rockaway ,Jeff Crook,Director
Rocket Singh: Salesman of the Year ,Shimit Amin,Director
RocknRolla ,Guy Ritchie,Director
Rocky ,John G. Avildsen,Director
Rocky Balboa ,Sylvester Stallone,Director
Rodeo Girl ,Joel Paul Reisig,Director
Roger & Me ,Michael Moore,Director
Role Models ,David Wain,Director
Roll Bounce ,Malcolm D. Lee,Director
Rollerball ,John McTiernan,Director
Romance & Cigarettes ,John Turturro,Director
Romantic Schemer ,Valentine,Director
Romeo + Juliet ,Baz Luhrmann,Director
Romeo Is Bleeding ,Peter Medak,Director
Romeo Must Die ,Andrzej Bartkowiak,Director
Ronin ,John Frankenheimer,Director
Room ,Lenny Abrahamson,Director
Rosemary's Baby ,Roman Polanski,Director
Rosewater ,Jon Stewart,Director
Rotor DR1 ,Chad Kapper,Director
Rounders ,John Dahl,Director
Royal Kill ,Babar Ahmed,Director
Rubber ,Quentin Dupieux,Director
Ruby in Paradise ,Victor Nunez,Director
Rudderless ,William H. Macy,Director
Rugrats Go Wild ,John Eng,Director
Rugrats in Paris: The Movie ,Stig Bergqvist,Director
Rumble in the Bronx ,Stanley Tong,Director
Run All Night ,Jaume Collet-Serra,Director
Run Lola Run ,Tom Tykwer,Director
"Run, Fatboy, Run ",David Schwimmer,Director
"Run, Hide, Die ",Collin Joseph Neal,Director
Runaway Bride ,Garry Marshall,Director
Runner Runner ,Brad Furman,Director
Running Forever ,Mike Mayhall,Director
Running Scared ,Wayne Kramer,Director
Running with Scissors ,Ryan Murphy,Director
Rush ,Ron Howard,Director
Rush Hour 2 ,Brett Ratner,Director
Rush Hour 3 ,Brett Ratner,Director
Rushmore ,Wes Anderson,Director
Rust ,Corbin Bernsen,Director
S.W.A.T. ,Clark Johnson,Director
Sabotage ,David Ayer,Director
Sabotage ,David Ayer,Director
Safe ,Boaz Yakin,Director
Safe Haven ,Lasse Hallstr?m,Director
Safe House ,Daniel Espinosa,Director
Safe Men ,John Hamburg,Director
Safety Not Guaranteed ,Colin Trevorrow,Director
Sahara ,Breck Eisner,Director
Saint John of Las Vegas ,Hue Rhodes,Director
Saint Ralph ,Michael McGowan,Director
Saints and Soldiers ,Ryan Little,Director
Salt ,Phillip Noyce,Director
Salvador ,Oliver Stone,Director
Salvation Boulevard ,George Ratliff,Director
Samsara ,Ron Fricke,Director
San Andreas ,Brad Peyton,Director
Sanctuary; Quite a Conundrum ,Thomas L. Phillips,Director
Sanctum ,Alister Grierson,Director
Sands of Iwo Jima ,Allan Dwan,Director
Sarah's Key ,Gilles Paquet-Brenner,Director
Sardaar Ji ,Rohit Jugraj,Director
Sausage Party ,Greg Tiernan,Director
Savage Grace ,Tom Kalin,Director
Savages ,Oliver Stone,Director
Save the Last Dance ,Thomas Carter,Director
Saved! ,Brian Dannelly,Director
Saving Face ,Alice Wu,Director
Saving Mr. Banks ,John Lee Hancock,Director
Saving Private Perez ,Beto G?mez,Director
Saving Private Ryan ,Steven Spielberg,Director
Saving Silverman ,Dennis Dugan,Director
Saw ,James Wan,Director
Saw 3D: The Final Chapter ,Kevin Greutert,Director
Saw II ,Darren Lynn Bousman,Director
Saw III ,Darren Lynn Bousman,Director
Saw IV ,Darren Lynn Bousman,Director
Saw V ,David Hackl,Director
Saw VI ,Kevin Greutert,Director
Say It Isn't So ,J.B. Rogers,Director
Scarface ,Brian De Palma,Director
Scary Movie 2 ,Keenen Ivory Wayans,Director
Scary Movie 3 ,David Zucker,Director
Scary Movie 4 ,David Zucker,Director
Scary Movie 5 ,Malcolm D. Lee,Director
Schindler's List ,Steven Spielberg,Director
School Daze ,Spike Lee,Director
School for Scoundrels ,Todd Phillips,Director
School of Rock ,Richard Linklater,Director
Scooby-Doo ,Raja Gosnell,Director
Scooby-Doo 2: Monsters Unleashed ,Raja Gosnell,Director
Scoop ,Woody Allen,Director
Scott Pilgrim vs. the World ,Edgar Wright,Director
Scott Walker: 30 Century Man ,Stephen Kijak,Director
Scream ,Wes Craven,Director
Scream 2 ,Wes Craven,Director
Scream 3 ,Wes Craven,Director
Scream 4 ,Wes Craven,Director
Screwed ,Scott Alexander,Director
Scrooged ,Richard Donner,Director
Se7en ,David Fincher,Director
Sea of Love ,Harold Becker,Director
Sea Rex 3D: Journey to a Prehistoric World ,Ronan Chapalain,Director
Seabiscuit ,Gary Ross,Director
Secondhand Lions ,Tim McCanlies,Director
Secret in Their Eyes ,Billy Ray,Director
Secret Window ,David Koepp,Director
Secretariat ,Randall Wallace,Director
Secretary ,Steven Shainberg,Director
See Spot Run ,John Whitesell,Director
Seed of Chucky ,Don Mancini,Director
Seeking a Friend for the End of the World ,Lorene Scafaria,Director
Selena ,Gregory Nava,Director
Self/less ,Tarsem Singh,Director
Selma ,Ava DuVernay,Director
Semi-Pro ,Kent Alterman,Director
Sense and Sensibility ,Ang Lee,Director
September Dawn ,Christopher Cain,Director
Serendipity ,Peter Chelsom,Director
Serenity ,Joss Whedon,Director
Serial Mom ,John Waters,Director
Serving Sara ,Reginald Hudlin,Director
Session 9 ,Brad Anderson,Director
Set It Off ,F. Gary Gray,Director
Seven Pounds ,Gabriele Muccino,Director
Seven Psychopaths ,Martin McDonagh,Director
Seven Samurai ,Akira Kurosawa,Director
Seven Years in Tibet ,Jean-Jacques Annaud,Director
Seventh Son ,Sergey Bodrov,Director
Severance ,Christopher Smith,Director
Sex and the City 2 ,Michael Patrick King,Director
Sex Drive ,Sean Anders,Director
Sex Tape ,Jake Kasdan,Director
Sex with Strangers ,Harry Gantz,Director
"Sex, Lies, and Videotape ",Steven Soderbergh,Director
Sexy Beast ,Jonathan Glazer,Director
Sgt. Bilko ,Jonathan Lynn,Director
Shade ,Damian Nieman,Director
Shadow Conspiracy ,George P. Cosmatos,Director
Shadow of the Vampire ,E. Elias Merhige,Director
Shadowlands ,Richard Attenborough,Director
Shaft ,John Singleton,Director
Shakespeare in Love ,John Madden,Director
Shalako ,Edward Dmytryk,Director
Shall We Dance ,Peter Chelsom,Director
Shallow Hal ,Bobby Farrelly,Director
Shame ,Steve McQueen,Director
Shanghai Calling ,Daniel Hsia,Director
Shanghai Knights ,David Dobkin,Director
Shanghai Noon ,Tom Dey,Director
Shanghai Surprise ,Jim Goddard,Director
Shaolin Soccer ,Stephen Chow,Director
Shark Lake ,Jerry Dugan,Director
Shark Night 3D ,David R. Ellis,Director
Shark Tale ,Bibo Bergeron,Director
Sharknado ,Anthony C. Ferrante,Director
Sharkskin ,Dan Perri,Director
Shattered ,Mike Barker,Director
Shattered Glass ,Billy Ray,Director
Shaun of the Dead ,Edgar Wright,Director
She Done Him Wrong ,Lowell Sherman,Director
She Wore a Yellow Ribbon ,John Ford,Director
Sheena ,John Guillermin,Director
Sherlock Holmes ,Guy Ritchie,Director
Sherlock Holmes: A Game of Shadows ,Guy Ritchie,Director
Sherrybaby ,Laurie Collyer,Director
She's All That ,Robert Iscove,Director
She's Gotta Have It ,Spike Lee,Director
She's Out of My League ,Jim Field Smith,Director
She's the Man ,Andy Fickman,Director
She's the One ,Edward Burns,Director
Shine ,Scott Hicks,Director
Shine a Light ,Martin Scorsese,Director
Shinjuku Incident ,Tung-Shing Yee,Director
