movie_title,duration,gross,imdb_score,budget,title_year
Ocean's Eleven,116,183405771.00,7.8,85000000.00,2001
Ocean's Thirteen,122,117144465.00,6.9,85000000.00,2007
Ocean's Twelve,125,125531634.00,6.4,110000000.00,2004
Oceans,104,19406406.00,7.8,40000000.00,2009
October Baby,107,5355847.00,6.8,,2011
Octopussy,131,67900000.00,6.6,27500000.00,1983
Oculus,104,27689474.00,6.5,5000000.00,2013
Of Gods and Men,122,3950029.00,7.2,4000000.00,2010
Of Horses and Men,81,11835.00,6.9,10000000.00,2013
Office Space,89,10824921.00,7.8,10000000.00,1999
Old Dogs,88,49474048.00,5.4,35000000.00,2009
Old Joy,76,255352.00,6.7,300000.00,2006
Old School,88,74608545.00,7.2,24000000.00,2003
Oldboy,120,2181290.00,8.4,3000000.00,2003
Oliver Twist,130,1987287.00,6.9,50000000.00,2005
Oliver!,153,16800000.00,7.5,10000000.00,1968
Olympus Has Fallen,119,98895417.00,6.5,70000000.00,2013
On Deadly Ground,101,38590500.00,4.4,50000000.00,1994
On Her Majesty's Secret Service,142,22800000.00,6.8,7000000.00,1969
On the Downlow,84,,6.1,,2004
On the Line,85,4356743.00,4.1,16000000.00,2001
On the Outs,86,,6.9,,2004
On the Road,137,717753.00,6.1,25000000.00,2012
On the Waterfront,108,9600000.00,8.2,910000.00,1954
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,97,144431.00,7.3,1000000.00,2006
Once Upon a Time in America,251,5300000.00,8.4,30000000.00,1984
Once Upon a Time in Mexico,102,55845943.00,6.4,29000000.00,2003
Once Upon a Time in Queens,98,,6.3,1500000.00,2013
Once Upon a Time in the West,145,,8.6,5000000.00,1968
Once,85,9437933.00,7.9,180000.00,2007
Ondine,111,548934.00,6.8,12000000.00,2009
One Day,107,13766014.00,7,15000000.00,2011
One Direction: This Is Us,106,28873374.00,4.1,10000000.00,2013
One Flew Over the Cuckoo's Nest,133,112000000.00,8.7,4400000.00,1975
One for the Money,91,26404753.00,5.3,40000000.00,2012
One Hour Photo,96,31597131.00,6.8,12000000.00,2002
One Man's Hero,121,229311.00,6.2,11350000.00,1999
One Missed Call,87,26876529.00,3.9,27000000.00,2008
One Night with the King,123,13391174.00,6.3,20000000.00,2006
One to Another,95,18435.00,5.8,1400000.00,2006
One True Thing,127,23209440.00,7,30000000.00,1998
Ong-bak 2,110,102055.00,6.2,300000000.00,2008
Only God Forgives,90,778565.00,5.7,4800000.00,2013
Only the Strong,99,3273588.00,6.7,6000000.00,1993
Opal Dream,86,13751.00,6.6,11400000.00,2006
Open Range,139,58328680.00,7.5,22000000.00,2003
Open Road,85,,5.5,3000000.00,2013
Open Season,83,84303558.00,6.2,85000000.00,2006
Open Secret,68,,7.1,,1948
Open Water,79,30500882.00,5.7,500000.00,2003
Operation Chromite,115,31662.00,6.8,12620000.00,2016
Ordet,126,,8.1,,1955
Ordinary People,124,54800000.00,7.8,6000000.00,1980
Orgazmo,92,582024.00,6.2,1000000.00,1997
Original Sin,118,16252765.00,6,42000000.00,2001
Orphan,123,41573740.00,7,,2009
Osama,83,1127331.00,7.4,46000.00,2003
Oscar and Lucinda,132,1508689.00,6.7,16000000.00,1997
Osmosis Jones,95,13596911.00,6.2,70000000.00,2001
Ouija,89,50820940.00,4.4,5000000.00,2014
Our Brand Is Crisis,107,6998324.00,6.1,28000000.00,2015
Our Family Wedding,103,20246959.00,4.9,14000000.00,2010
Our Idiot Brother,90,24809547.00,6.4,5000000.00,2011
Our Kind of Traitor,108,3108216.00,6.4,,2016
Out Cold,89,13903262.00,6.3,11000000.00,2001
Out of Africa,161,87100000.00,7.2,31000000.00,1985
Out of Inferno,107,,5.7,,2013
Out of Sight,123,37339525.00,7,48000000.00,1998
Out of the Blue,94,,7.2,2200000.00,1980
Out of the Blue,100,728.00,7.3,,2006
Out of the Dark,92,,4.7,,2014
Out of the Furnace,116,11326836.00,6.8,22000000.00,2013
Out of Time,114,40905277.00,6.5,50000000.00,2003
Outbreak,127,67823573.00,6.6,50000000.00,1995
Outlander,64,,8.5,,
Outside Bet,101,,4.8,7500000.00,2012
Outside Providence,96,7292175.00,6.4,7000000.00,1999
Over Her Dead Body,95,7563670.00,5.2,10000000.00,2008
Over the Hedge,83,155019340.00,6.8,80000000.00,2006
Over the Hill to the Poorhouse,110,3000000.00,4.8,100000.00,1920
Owning Mahowny,104,1011054.00,7.2,10000000.00,2003
Oz the Great and Powerful,130,234903076.00,6.4,215000000.00,2013
Oz the Great and Powerful,130,234903076.00,6.4,215000000.00,2013
P.S. I Love You,126,53680848.00,7.1,30000000.00,2007
Paa,133,199228.00,7.2,150000000.00,2009
Pacific Rim,131,101785482.00,7,190000000.00,2013
Paddington,95,76137505.00,7.2,55000000.00,2014
Pain & Gain,129,49874933.00,6.5,26000000.00,2013
Paint Your Wagon,158,,6.7,20000000.00,1969
Pale Rider,115,41400000.00,7.3,6900000.00,1985
Palo Alto,100,750100.00,6.3,,2013
Pan,111,34964818.00,5.8,150000000.00,2015
Pan,111,34964818.00,5.8,150000000.00,2015
Pan,111,34964818.00,5.8,150000000.00,2015
Pandaemonium,124,,6.6,15000000.00,2000
Pandora's Box,110,9950.00,8,,1929
Pandorum,108,10326062.00,6.8,33000000.00,2009
Panic Room,112,95308367.00,6.8,48000000.00,2002
Pan's Labyrinth,112,37623143.00,8.2,13500000.00,2006
Paparazzi,84,15712072.00,5.8,20000000.00,2004
Paper Towns,109,31990064.00,6.4,12000000.00,2015
Paranormal Activity 2,98,84749884.00,5.7,3000000.00,2010
Paranormal Activity 3,94,104007828.00,5.8,5000000.00,2011
Paranormal Activity 4,96,53884821.00,4.6,5000000.00,2012
Paranormal Activity: The Marked Ones,101,32453345.00,5,5000000.00,2014
Paranormal Activity,84,107917283.00,6.3,15000.00,2007
ParaNorman,92,55994557.00,7,60000000.00,2012
Parental Guidance,105,77264926.00,6.1,25000000.00,2012
"Paris, je t'aime",120,4857376.00,7.3,13000000.00,2006
Parker,118,17609982.00,6.2,35000000.00,2013
Partition,116,,7,10000000.00,2007
Party Monster,98,296665.00,6.3,5000000.00,2003
Passchendaele,114,,6.5,20000000.00,2008
Pat Garrett & Billy the Kid,106,,7.4,4638783.00,1973
Patch Adams,115,135014968.00,6.7,50000000.00,1998
Pathology,95,108662.00,6,8000000.00,2008
Patriot Games,117,83287363.00,6.9,45000000.00,1992
Patton,172,,8,12000000.00,1970
Paul Blart: Mall Cop 2,94,71038190.00,4.4,30000000.00,2015
Paul Blart: Mall Cop,91,20819129.00,5.2,26000000.00,2009
Paul,109,37371385.00,7,40000000.00,2011
Pay It Forward,123,33508922.00,7.2,40000000.00,2000
Payback,90,81517441.00,7.1,50000000.00,1999
Paycheck,119,53789313.00,6.3,60000000.00,2003
PCU,79,4350774.00,6.5,8000000.00,1994
"Peace, Propaganda & the Promised Land",80,,8.3,70000.00,2004
Peaceful Warrior,120,1055654.00,7.3,10000000.00,2006
Pearl Harbor,184,198539855.00,6.1,140000000.00,2001
Peeples,95,9123834.00,5.3,15000000.00,2013
Peggy Sue Got Married,103,41382841.00,6.3,18000000.00,1986
Penguins of Madagascar,92,83348920.00,6.7,132000000.00,2014
Penitentiary,99,,5.8,100000.00,1979
People I Know,100,121972.00,5.5,22000000.00,2002
Perception,42,,7.5,,
Percy Jackson & the Olympians: The Lightning Thief,118,88761720.00,5.9,95000000.00,2010
Percy Jackson: Sea of Monsters,106,68558662.00,5.9,90000000.00,2013
Perfect Cowboy,109,,7,200000.00,2014
Perfume: The Story of a Murderer,147,2208939.00,7.5,50000000.00,2006
Perrier's Bounty,88,828.00,6.4,,2009
Persepolis,89,4443403.00,8,7300000.00,2007
Pet Sematary,103,57469179.00,6.6,11500000.00,1989
Pete's Dragon,102,,7.3,65000000.00,2016
Phantasm II,97,7282851.00,6.5,3000000.00,1988
Phat Girlz,99,7059537.00,3,3000000.00,2006
Phenomenon,123,104632573.00,6.4,32000000.00,1996
Philadelphia,125,77324422.00,7.7,26000000.00,1993
Philomena,98,37707719.00,7.6,12000000.00,2013
Phone Booth,81,46563158.00,7.1,13000000.00,2002
Pi,84,3216970.00,7.5,60000.00,1998
Pieces of April,80,2360184.00,7.1,300000.00,2003
Pierrot le Fou,110,,7.7,300000.00,1965
Pineapple Express,117,87341380.00,7,27000000.00,2008
Pink Flamingos,108,180483.00,6.1,10000.00,1972
Pink Narcissus,65,8231.00,6.7,27000.00,1971
"Pink Ribbons, Inc.",97,24784.00,7.4,1200000.00,2011
Pinocchio,88,84300000.00,7.5,2600000.00,1940
Piranha 3D,88,25003072.00,5.5,24000000.00,2010
Pirate Radio,135,7994115.00,7.4,,2009
Pirates of the Caribbean: At World's End,169,309404152.00,7.1,300000000.00,2007
Pirates of the Caribbean: Dead Man's Chest,151,423032628.00,7.3,225000000.00,2006
Pirates of the Caribbean: On Stranger Tides,136,241063875.00,6.7,250000000.00,2011
Pirates of the Caribbean: The Curse of the Black Pearl,143,305388685.00,8.1,140000000.00,2003
Pitch Black,112,39235088.00,7.1,23000000.00,2000
Pitch Perfect 2,115,183436380.00,6.5,29000000.00,2015
Pitch Perfect,112,64998368.00,7.2,17000000.00,2012
Pixels,106,78747585.00,5.6,88000000.00,2015
Planet 51,91,42194060.00,6.1,70000000.00,2009
Planet of the Apes,119,180011740.00,5.7,100000000.00,2001
Planet of the Apes,119,180011740.00,5.7,100000000.00,2001
Plastic,102,,6,10000000.00,2014
Platoon,120,137963328.00,8.1,6000000.00,1986
Play It to the Bone,124,8427204.00,5.4,24000000.00,1999
Playing for Keeps,105,13101142.00,5.7,35000000.00,2012
Please Give,90,4033268.00,6.6,,2010
Plush,99,2843.00,5.4,,2013
Pocahontas,84,141600000.00,6.6,55000000.00,1995
Pocketful of Miracles,136,,7.3,2900000.00,1961
Poetic Justice,109,27515786.00,5.9,14000000.00,1993
Point Blank,92,,7.4,3000000.00,1967
Point Break,114,28772222.00,5.3,105000000.00,2015
Point Break,114,28772222.00,5.3,105000000.00,2015
Pokmon 3: The Movie,93,,5.6,16000000.00,2000
Police Academy: Mission to Moscow,83,126247.00,3.3,6200000.00,1994
Police Academy,96,81200000.00,6.7,4500000.00,1984
Polisse,127,171320.00,7.3,,2011
Pollock,122,8596914.00,7,6000000.00,2000
Poltergeist III,98,14114488.00,4.5,10500000.00,1988
Poltergeist,120,76600000.00,7.4,10700000.00,1982
Poltergeist,120,76600000.00,7.4,10700000.00,1982
Pompeii,105,23219748.00,5.6,80000000.00,2014
Pontypool,95,3478.00,6.7,1500000.00,2008
Ponyo,101,15081783.00,7.7,34000000.00,2008
Pooh's Heffalump Movie,68,18081626.00,6.4,20000000.00,2005
Poolhall Junkies,99,562059.00,7,4000000.00,2002
Pootie Tang,81,3293258.00,5.2,3000000.00,2001
Porky's,94,105500000.00,6.2,4000000.00,1981
Poseidon,98,60655503.00,5.6,160000000.00,2006
Post Grad,88,6373693.00,5.3,15000000.00,2009
Poultrygeist: Night of the Chicken Dead,103,23000.00,6.2,500000.00,2006
Pound of Flesh,104,,5.1,7500000.00,2015
Practical Magic,104,46611204.00,6.1,48000000.00,1998
Preacher,60,,8.3,,
Precious,109,47536959.00,7.3,10000000.00,2009
Precious,109,47536959.00,7.3,10000000.00,2009
Predator 2,103,30669413.00,6.2,35000000.00,1990
Predator,107,59735548.00,7.8,15000000.00,1987
Predators,107,52000688.00,6.4,40000000.00,2010
Prefontaine,106,532190.00,6.8,8000000.00,1997
Premium Rush,91,20275446.00,6.5,35000000.00,2012
Premonition,96,47852604.00,5.9,20000000.00,2007
Pretty Woman,125,178406268.00,6.9,14000000.00,1990
Pride & Prejudice,135,38372662.00,7.8,28000000.00,2005
Pride and Glory,130,15709385.00,6.7,30000000.00,2008
Pride and Prejudice and Zombies,108,10907291.00,5.8,28000000.00,2016
Priest,87,29136626.00,5.7,60000000.00,2011
Primary Colors,143,38966057.00,6.7,65000000.00,1998
Primer,77,424760.00,7,7000.00,2004
Prince of Persia: The Sands of Time,116,90755643.00,6.6,200000000.00,2010
Princess Kaiulani,97,883887.00,6.2,9000000.00,2009
Princess Mononoke,134,2298191.00,8.4,2400000000.00,1997
Prison,102,354704.00,5.9,1300000.00,1987
Prisoners,153,60962878.00,8.1,46000000.00,2013
Private Benjamin,109,69800000.00,6.1,10000000.00,1980
Project Almanac,106,22331028.00,6.4,12000000.00,2015
Project X,93,54724272.00,6.7,12000000.00,2012
Prom Night,89,43818159.00,3.9,20000000.00,2008
Prom,104,10106233.00,5.4,8000000.00,2011
Prometheus,124,126464904.00,7,130000000.00,2012
Promised Land,106,7556708.00,6.6,15000000.00,2012
Proof of Life,135,32598931.00,6.2,65000000.00,2000
Prophecy,102,,5.4,12000000.00,1979
Proud,87,,5.8,1000000.00,2004
Psych,44,,8.4,,
Psycho Beach Party,85,265107.00,6.3,1500000.00,2000
Psycho,108,32000000.00,8.5,806947.00,1960
Public Enemies,140,97030725.00,7,100000000.00,2009
Pulp Fiction,178,107930000.00,8.9,8000000.00,1994
Pulse,90,20259297.00,4.7,20000000.00,2006
Punch-Drunk Love,95,17791031.00,7.3,25000000.00,2002
Punisher: War Zone,103,7948159.00,6,35000000.00,2008
Purple Violets,103,,6.6,4000000.00,2007
Pushing Tin,124,8406264.00,6,38000000.00,1999
Puss in Boots,90,149234747.00,6.7,130000000.00,2011
Q,103,,5.6,1500000.00,2011
Quantum of Solace,106,168368427.00,6.7,200000000.00,2008
Quarantine,89,31691811.00,6,12000000.00,2008
Quartet,98,18381787.00,6.8,11000000.00,2012
Queen Crab,80,,4.5,75000.00,2015
Queen of the Damned,101,30307804.00,5.2,35000000.00,2002
Queen of the Mountains,135,,8.7,1400000.00,2014
Quest for Fire,100,,7.4,12500000.00,1981
Quigley Down Under,119,21413105.00,6.8,20000000.00,1990
Quills,124,7060876.00,7.4,13500000.00,2000
Quinceaera,90,1689999.00,7.1,400000.00,2006
Quo Vadis,171,,7.2,7623000.00,1951
R.I.P.D.,96,33592415.00,5.6,130000000.00,2013
R.L. Stine's Monsterville: The Cabinet of Souls,85,,5.9,4400000.00,2015
R100,99,22770.00,6.1,5500000.00,2013
Rabbit Hole,91,2221809.00,7,5000000.00,2010
Rabbit-Proof Fence,94,6165429.00,7.5,6000000.00,2002
Race to Witch Mountain,98,67128202.00,5.7,65000000.00,2009
Race,134,19097994.00,7.1,,2016
Rachel Getting Married,113,12796277.00,6.7,,2008
Racing Stripes,102,49186871.00,5.2,,2005
Radio Days,88,14792779.00,7.6,16000000.00,1987
Radio Flyer,114,4651977.00,6.9,35000000.00,1992
Radio,109,52277485.00,6.9,35000000.00,2003
Raging Bull,121,45250.00,8.3,18000000.00,1980
Raiders of the Lost Ark,115,242374454.00,8.5,18000000.00,1981
Rain Man,133,172825435.00,8,25000000.00,1988
Raise the Titanic,119,7000000.00,4.7,36000000.00,1980
Raise Your Voice,103,10411980.00,5.9,15000000.00,2004
Raising Cain,91,21370057.00,6,12000000.00,1992
Raising Helen,119,37486138.00,6,50000000.00,2004
Raising Victor Vargas,88,2073984.00,7.2,800000.00,2002
Ramanujan,153,,7,,2014
Rambo III,87,53715611.00,5.7,63000000.00,1988
Rambo: First Blood Part II,96,150415432.00,6.4,44000000.00,1985
Ramona and Beezus,103,26161406.00,6.7,15000000.00,2010
Rampage,80,,6.3,,2009
Random Hearts,133,31054924.00,5.1,64000000.00,1999
Rang De Basanti,157,2197331.00,8.4,,2006
Rango,107,123207194.00,7.2,135000000.00,2011
Ransom,139,136448821.00,6.6,80000000.00,1996
Rapa Nui,107,305070.00,6.4,20000000.00,1994
Rat Race,112,56607223.00,6.4,48000000.00,2001
Ratatouille,111,206435493.00,8,150000000.00,2007
Ravenous,101,2060953.00,7.1,12000000.00,1999
Ray,178,75305995.00,7.7,40000000.00,2004
Raymond Did It,83,,3.2,40000.00,2011
Ready to Rumble,107,12372410.00,5.3,24000000.00,2000
Real Steel,127,85463309.00,7.1,110000000.00,2011
Real Women Have Curves,90,5844929.00,7,3000000.00,2002
Rebecca,130,,8.2,1288000.00,1940
Recess: School's Out,82,36696761.00,6.5,23000000.00,2001
RED 2,116,53215979.00,6.7,84000000.00,2013
Red Cliff,150,626809.00,7.4,553632000.00,2008
Red Dawn,114,,6.4,16900000.00,1984
Red Dog,92,,7.5,8500000.00,2011
Red Dragon,124,92930005.00,7.2,78000000.00,2002
Red Eye,85,57859105.00,6.5,26000000.00,2005
Red Lights,114,,6.2,14000000.00,2012
Red Planet,106,17473245.00,5.7,70000000.00,2000
Red Riding Hood,100,37652565.00,5.4,42000000.00,2011
Red Riding: In the Year of Our Lord 1974,102,,7.1,,2009
Red River,126,,7.8,3000000.00,1948
Red Sky,100,,4.1,25000000.00,2014
Red Sonja,89,,5,17900000.00,1985
Red State,88,,6.2,4000000.00,2011
Red Tails,125,49875589.00,5.9,58000000.00,2012
RED,111,90356857.00,7.1,58000000.00,2010
Redacted,90,65087.00,6.2,5000000.00,2007
Redbelt,99,2344847.00,6.8,7000000.00,2008
Redemption Road,95,27012.00,5.9,,2010
Reds,195,,7.5,35000000.00,1981
Regression,106,54734.00,5.7,,2015
Reign of Assassins,117,,6.9,12000000.00,2010
Reign of Fire,101,43060566.00,6.2,60000000.00,2002
Reign Over Me,124,19661987.00,7.5,20000000.00,2007
Reindeer Games,124,23360779.00,5.7,34000000.00,2000
Re-Kill,88,,5.1,9500000.00,2015
Religulous,101,12995673.00,7.7,2500000.00,2008
"Remember Me, My Love",125,223878.00,6.5,5000000.00,2003
Remember Me,113,19057024.00,7.2,16000000.00,2010
Remember the Titans,120,115648585.00,7.8,30000000.00,2000
Renaissance Man,128,24332324.00,6.1,40000000.00,1994
Renaissance,105,63260.00,6.7,14000000.00,2006
Rendition,122,9664316.00,6.8,27500000.00,2007
Reno 911!: Miami,84,20339754.00,5.9,10000000.00,2007
Rent,135,29077547.00,7,40000000.00,2005
Repo Man,92,,6.9,1500000.00,1984
Repo Men,119,13763130.00,6.3,32000000.00,2010
Repo! The Genetic Opera,150,140244.00,6.7,8500000.00,2008
Requiem for a Dream,102,3609278.00,8.4,4500000.00,2000
Rescue Dawn,120,5484375.00,7.3,10000000.00,2006
Reservoir Dogs,99,2812029.00,8.4,1200000.00,1992
Resident Evil: Afterlife,97,60128566.00,5.9,60000000.00,2010
Resident Evil: Apocalypse,98,50740078.00,6.2,45000000.00,2004
Resident Evil: Extinction,94,50648679.00,6.3,45000000.00,2007
Resident Evil: Retribution,96,42345531.00,5.4,65000000.00,2012
Resident Evil,100,39532308.00,6.7,33000000.00,2002
Restless,180,,7.2,,2012
Restoration,92,,4,,2016
Resurrecting the Champ,112,3169424.00,6.8,13000000.00,2007
Return of the Living Dead III,97,,5.9,2000000.00,1993
Return to Me,115,32662299.00,6.9,24000000.00,2000
Return to Never Land,72,48423368.00,5.8,20000000.00,2002
Return to Oz,109,,6.7,25000000.00,1985
Return to the Blue Lagoon,102,2807854.00,5.1,11000000.00,1991
Revolution,43,,6.7,,
Revolutionary Road,119,22877808.00,7.3,35000000.00,2008
Rihie Rih,95,38087756.00,5.2,40000000.00,1994
Richard III,104,2600000.00,7.5,6000000.00,1995
Riddick,127,41997790.00,6.4,38000000.00,2013
Ride Along 2,102,90835030.00,5.9,40000000.00,2016
Ride Along,99,134141530.00,6.2,25000000.00,2014
Ride with the Devil,148,630779.00,6.8,35000000.00,1999
Riding Giants,105,2276368.00,7.9,,2004
Riding in Cars with Boys,132,29781453.00,6.4,48000000.00,2001
Righteous Kill,101,40076438.00,6,60000000.00,2008
Rio 2,101,131536019.00,6.4,103000000.00,2014
Rio,96,143618384.00,7,90000000.00,2011
Ripley's Game,110,,6.7,30000000.00,2002
Rise of the Entrepreneur: The Search for a Better Way,52,,8.2,450000.00,2014
Rise of the Guardians,97,103400692.00,7.3,145000000.00,2012
Rise of the Planet of the Apes,105,176740650.00,7.6,93000000.00,2011
Risen,107,36874745.00,6.3,20000000.00,2016
River's Edge,99,4600000.00,7.1,1900000.00,1986
Rize,86,3278611.00,7.1,,2005
Road Hard,98,105943.00,6.1,1500000.00,2015
Road House,114,30050028.00,6.5,17000000.00,1989
Road to Perdition,117,104054514.00,7.7,80000000.00,2002
Road Trip,94,68525609.00,6.5,15600000.00,2000
Roadside Romeo,93,55202.00,5.3,,2008
Roadside,81,,4.1,,2013
Roar,102,2000000.00,6.4,17000000.00,1981
Rob Roy,139,31600000.00,6.9,28000000.00,1995
Robin and Marian,106,,6.6,5000000.00,1976
Robin Hood: Prince of Thieves,155,165500000.00,6.9,48000000.00,1991
Robin Hood,156,105219735.00,6.7,200000000.00,2010
RoboCop 3,104,10696210.00,3.9,23500000.00,1993
RoboCop,117,58607007.00,6.2,100000000.00,2014
RoboCop,117,58607007.00,6.2,100000000.00,2014
Robot & Frank,89,3325638.00,7.1,2500000.00,2012
Robot Chicken,11,,7.8,,
Robots,91,128200012.00,6.3,75000000.00,2005
Rock of Ages,136,38509342.00,5.9,75000000.00,2012
Rock Star,105,16991902.00,6.2,57000000.00,2001
Rockaway,90,,4.6,2000000.00,2007
Rocket Singh: Salesman of the Year,150,,7.5,,2009
RocknRolla,114,5694401.00,7.3,18000000.00,2008
Rocky Balboa,139,70269171.00,7.2,24000000.00,2006
Rocky,145,117235247.00,8.1,960000.00,1976
Rodeo Girl,108,,5.7,500000.00,2016
Roger & Me,91,6706368.00,7.5,160000.00,1989
Rogue,50,,6.8,,
Role Models,101,67266300.00,6.9,28000000.00,2008
Roll Bounce,112,17378977.00,6,,2005
Rollerball,98,18990542.00,3,70000000.00,2002
Romance & Cigarettes,105,540085.00,6.3,,2005
Romantic Schemer,,,5.1,125000.00,2015
Romeo + Juliet,120,46338728.00,6.8,14500000.00,1996
Romeo Is Bleeding,100,3275585.00,6.6,11500000.00,1993
Romeo Must Die,115,55973336.00,6.1,25000000.00,2000
Ronin,122,41609593.00,7.3,55000000.00,1998
Room,118,14677654.00,8.3,13000000.00,2015
Rosemary's Baby,136,,8,2300000.00,1968
Rosewater,103,3093491.00,6.6,5000000.00,2014
Rotor DR1,98,,3.4,350000.00,2015
Rounders,121,22905674.00,7.4,12000000.00,1998
Royal Kill,90,,3.2,350000.00,2009
Rubber,82,98017.00,5.8,500000.00,2010
Ruby in Paradise,114,1001437.00,7.2,800000.00,1993
Rudderless,105,37440.00,7.5,5000000.00,2014
Rugrats Go Wild,80,39399750.00,5.6,25000000.00,2003
Rugrats in Paris: The Movie,78,76501438.00,6.1,30000000.00,2000
Rules of Engagement,22,,7.3,,
Rumble in the Bronx,89,32333860.00,6.7,7500000.00,1995
Run All Night,114,26442251.00,6.6,50000000.00,2015
Run Lola Run,81,7267324.00,7.8,3500000.00,1998
"Run, Fatboy, Run",100,5998971.00,6.6,,2007
"Run, Hide, Die",75,,3.7,50000.00,2012
Runaway Bride,116,152149590.00,5.5,70000000.00,1999
Runner Runner,88,19316646.00,5.6,30000000.00,2013
Running Forever,88,,8.6,5000000.00,2015
Running Scared,122,6855137.00,7.4,17000000.00,2006
Running with Scissors,122,6754898.00,6.2,12000000.00,2006
Rush Hour 2,90,226138454.00,6.6,90000000.00,2001
Rush Hour 3,91,140080850.00,6.2,140000000.00,2007
Rush Hour,43,,5.8,,
Rush,123,26903709.00,8.1,38000000.00,2013
Rushmore,93,17096053.00,7.7,9000000.00,1998
Rust,95,,5.7,250000.00,2010
S.W.A.T.,117,116643346.00,6,80000000.00,2003
Sabotage,109,10499968.00,5.7,35000000.00,2014
Sabotage,109,10499968.00,5.7,35000000.00,2014
"Sabrina, the Teenage Witch",22,,6.6,3000000.00,
Safe Haven,115,71346930.00,6.7,28000000.00,2013
Safe House,115,126149655.00,6.8,85000000.00,2012
Safe Men,88,21210.00,6.1,1000000.00,1998
Safe,94,17120019.00,6.5,30000000.00,2012
Safety Not Guaranteed,86,4007792.00,7,750000.00,2012
Sahara,124,68642452.00,6,130000000.00,2005
Saint John of Las Vegas,85,100669.00,5.8,3800000.00,2009
Saint Ralph,98,795126.00,7.6,6000000.00,2004
Saints and Soldiers,90,1310270.00,6.8,780000.00,2003
Salt,101,118311368.00,6.4,110000000.00,2010
Salvador,122,,7.5,4500000.00,1986
Salvation Boulevard,96,27445.00,5.3,9000000.00,2011
Samsara,102,2601847.00,8.5,4000000.00,2011
San Andreas,114,155181732.00,6.1,110000000.00,2015
Sanctuary; Quite a Conundrum,82,,5.4,200000.00,2012
Sanctum,108,23070045.00,5.9,30000000.00,2011
Sands of Iwo Jima,109,,7.2,1000000.00,1949
Sarah's Key,111,7691700.00,7.5,10000000.00,2010
Sardaar Ji,141,,6.6,3000000.00,2015
Sausage Party,89,,7.5,19000000.00,2016
Savage Grace,97,434417.00,5.9,4600000.00,2007
Savages,141,47307550.00,6.5,45000000.00,2012
Save the Last Dance,112,91038276.00,6.1,13000000.00,2001
Saved!,92,8786715.00,6.9,5000000.00,2004
Saving Face,96,1186323.00,7.6,,2004
Saving Grace,60,,7.5,,
Saving Grace,60,,7.5,,
Saving Mr. Banks,125,83299761.00,7.5,35000000.00,2013
Saving Private Perez,105,1391770.00,6,,2011
Saving Private Ryan,169,216119491.00,8.6,70000000.00,1998
Saving Silverman,96,19351569.00,5.9,22000000.00,2001
Saw 3D: The Final Chapter,90,45670855.00,5.6,20000000.00,2010
Saw II,95,87025093.00,6.6,4000000.00,2005
Saw III,121,80150343.00,6.2,10000000.00,2006
Saw IV,96,63270259.00,5.9,10000000.00,2007
Saw V,95,56729973.00,5.8,10800000.00,2008
Saw VI,92,27669413.00,6,11000000.00,2009
Saw,103,55153403.00,7.7,1200000.00,2004
Say It Isn't So,95,5516708.00,4.9,25000000.00,2001
Scarface,142,44700000.00,8.3,25000000.00,1983
Scary Movie 2,83,71277420.00,5.2,45000000.00,2001
Scary Movie 3,84,110000082.00,5.5,48000000.00,2003
Scary Movie 4,89,90703745.00,5.1,45000000.00,2006
Scary Movie 5,88,32014289.00,3.5,20000000.00,2013
Schindler's List,185,96067179.00,8.9,22000000.00,1993
School Daze,121,14545844.00,5.8,6500000.00,1988
School for Scoundrels,108,17803796.00,5.9,20000000.00,2006
School of Rock,108,81257845.00,7.1,35000000.00,2003
Scooby-Doo 2: Monsters Unleashed,93,84185387.00,4.9,80000000.00,2004
Scooby-Doo,86,153288182.00,4.9,84000000.00,2002
Scoop,96,10515579.00,6.7,4000000.00,2006
Scott Pilgrim vs. the World,112,31494270.00,7.5,60000000.00,2010
Scott Walker: 30 Century Man,95,,7.3,500000.00,2006
Scream 2,120,101334374.00,6.1,24000000.00,1997
Scream 3,116,89138076.00,5.5,40000000.00,2000
Scream 4,111,38176892.00,6.2,40000000.00,2011
Scream: The TV Series,45,,7.3,,
Scream,103,103001286.00,7.2,15000000.00,1996
Screwed,81,6982680.00,5.7,10000000.00,2000
Scrooged,101,60328558.00,7,32000000.00,1988
Se7en,127,100125340.00,8.6,33000000.00,1995
Sea of Love,113,58571513.00,6.8,19000000.00,1989
Sea Rex 3D: Journey to a Prehistoric World,41,4074023.00,6.9,5000000.00,2010
Seabiscuit,140,120147445.00,7.3,87000000.00,2003
Secondhand Lions,111,41407470.00,7.6,30000000.00,2003
Secret in Their Eyes,111,,6.2,19500000.00,2015
Secret Window,96,47781388.00,6.6,40000000.00,2004
Secretariat,123,59699513.00,7.2,35000000.00,2010
Secretary,104,4046737.00,7.1,4000000.00,2002
Secrets and Lies,43,,7.7,,
See Spot Run,94,33357476.00,5.4,35000000.00,2001
Seed of Chucky,88,17016190.00,4.9,12000000.00,2004
Seeking a Friend for the End of the World,101,6619173.00,6.7,10000000.00,2012
Selena,127,35422828.00,6.7,20000000.00,1997
Self/less,117,12276810.00,6.5,26000000.00,2015
Selma,128,52066000.00,7.5,20000000.00,2014
Semi-Pro,99,33472850.00,5.8,55000000.00,2008
