movie,cast,Role
My Cousin Vinny ,Fred Gwynne,actor
My Date with Drew ,John August,actor
My Dog Skip ,Clint Howard,actor
My Dog Tulip ,Isabella Rossellini,actor
My Fair Lady ,Jeremy Brett,actor
My Favorite Martian ,Steven Anthony Lawrence,actor
My Fellow Americans ,Wilford Brimley,actor
My Girl ,Macaulay Culkin,actor
My Last Day Without You ,Nicole Beharie,actor
My Life in Ruins ,Nia Vardalos,actor
My Life Without Me ,Sarah Polley,actor
My Lucky Star ,Leehom Wang,actor
My Name Is Bruce ,Ted Raimi,actor
My Name Is Khan ,Shah Rukh Khan,actor
My Own Private Idaho ,Keanu Reeves,actor
My Sister's Keeper ,Jason Patric,actor
My Soul to Take ,Frank Grillo,actor
My Soul to Take ,Frank Grillo,actor
My Stepmother Is an Alien ,Jon Lovitz,actor
My Summer of Love ,Paddy Considine,actor
My Super Ex-Girlfriend ,Rainn Wilson,actor
My Week with Marilyn ,Eddie Redmayne,actor
Mystery Men ,Janeane Garofalo,actor
"Mystery, Alaska ",Scott Grimes,actor
Mystic Pizza ,Julia Roberts,actor
Mystic River ,John Doman,actor
Nacho Libre ,Ana de la Reguera,actor
Naked Gun 33 1/3: The Final Insult ,George Kennedy,actor
Namastey London ,Katrina Kaif,actor
Nancy Drew ,Kay Panabaker,actor
Nanny McPhee ,Colin Firth,actor
Nanny McPhee Returns ,Daniel Mays,actor
Napoleon Dynamite ,Jon Heder,actor
Narc ,Jason Patric,actor
National Lampoon's Vacation ,Beverly D'Angelo,actor
National Treasure ,Nicolas Cage,actor
Naturally Native ,Irene Bedard,actor
Navy Seals vs. Zombies ,Mikal Vega,actor
Neal 'N' Nikki ,Abhishek Bachchan,actor
Nebraska ,Devin Ratray,actor
Need for Speed ,Rami Malek,actor
Neighbors ,Craig Roberts,actor
Neighbors 2: Sorority Rising ,Chlo? Grace Moretz,actor
Nerve ,Samira Wiley,actor
Network ,Robert Duvall,actor
Never Again ,Peter Dinklage,actor
Never Back Down ,Djimon Hounsou,actor
Never Back Down 2: The Beatdown ,Michael Jai White,actor
Never Let Me Go ,Andrew Garfield,actor
Never Say Never Again ,Bernie Casey,actor
New in Town ,J.K. Simmons,actor
New Nightmare ,Miko Hughes,actor
New Year's Eve ,Robert De Niro,actor
New York Minute ,Mary-Kate Olsen,actor
New York Stories ,Woody Allen,actor
"New York, New York ",Robert De Niro,actor
Newlyweds ,Kerry Bish?,actor
Next Day Air ,Omari Hardwick,actor
Next Friday ,John Witherspoon,actor
Next Stop Wonderland ,Philip Seymour Hoffman,actor
Niagara ,Joseph Cotten,actor
Nicholas Nickleby ,Charlie Hunnam,actor
Nick and Norah's Infinite Playlist ,Ari Graynor,actor
Night at the Museum ,Robin Williams,actor
Night at the Museum: Battle of the Smithsonian ,Robin Williams,actor
Night at the Museum: Secret of the Tomb ,Robin Williams,actor
Night of the Living Dead ,Judith O'Dea,actor
Night of the Living Dead ,Judith O'Dea,actor
Night Watch ,Konstantin Khabenskiy,actor
Nightcrawler ,Jake Gyllenhaal,actor
Nighthawks ,Sylvester Stallone,actor
Nikita             ,Melinda Clarke,actor
Nim's Island ,Gerard Butler,actor
Nine ,Fergie,actor
Nine Dead ,Daniel Baldwin,actor
Nine Queens ,Ricardo Dar?n,actor
Ninja Assassin ,Sh? Kosugi,actor
Nixon ,Anthony Hopkins,actor
No Country for Old Men ,Kelly Macdonald,actor
No End in Sight ,Campbell Scott,actor
No Escape ,Sterling Jerins,actor
No Good Deed ,Leslie Bibb,actor
No Man's Land: The Rise of Reeker ,Mircea Monroe,actor
No Reservations ,Zo? Kravitz,actor
No Strings Attached ,Natalie Portman,actor
No Vacancy ,Kristen Quintrall,actor
Noah ,Anthony Hopkins,actor
Nomad: The Warrior ,Jay Hernandez,actor
Non-Stop ,Liam Neeson,actor
North Country ,Jeremy Renner,actor
Northfork ,Peter Coyote,actor
Not Another Teen Movie ,Chris Evans,actor
Not Cool ,Shane Dawson,actor
Not Easily Broken ,Eddie Cibrian,actor
Notes on a Scandal ,Phil Davis,actor
Nothing ,David Hewlett,actor
Nothing But a Man ,Yaphet Kotto,actor
Nothing to Lose ,Kelly Preston,actor
Notting Hill ,Julia Roberts,actor
November ,Amir Talai,actor
Novocaine ,Chelcie Ross,actor
Now Is Good ,Jeremy Irvine,actor
Now You See Me ,Morgan Freeman,actor
Now You See Me 2 ,Daniel Radcliffe,actor
Nowhere Boy ,Kristin Scott Thomas,actor
Nowhere in Africa ,Merab Ninidze,actor
Nowhere to Run ,Kieran Culkin,actor
N-Secure ,Essence Atkins,actor
Nurse 3D ,Boris Kodjoe,actor
Nurse Betty ,Morgan Freeman,actor
Nutty Professor II: The Klumps ,Larry Miller,actor
O ,Mekhi Phifer,actor
O ,Mekhi Phifer,actor
"O Brother, Where Art Thou  ",Holly Hunter,actor
Obitaemyy ostrov ,Yuliya Snigir,actor
Oblivion ,Morgan Freeman,actor
Observe and Report ,Collette Wolfe,actor
Obvious Child ,Gaby Hoffmann,actor
Oceans ,Pedro Armend?riz Jr.,actor
Ocean's Eleven ,Brad Pitt,actor
Ocean's Thirteen ,Al Pacino,actor
Ocean's Twelve ,Brad Pitt,actor
October Baby ,Rachel Hendrix,actor
Octopussy ,Louis Jourdan,actor
Oculus ,James Lafferty,actor
Of Gods and Men ,Lambert Wilson,actor
Of Horses and Men ,Ingvar Eggert Sigur?sson,actor
Office Space ,Gary Cole,actor
Old Dogs ,Robin Williams,actor
Old Joy ,Daniel London,actor
Old School ,Will Ferrell,actor
Oldboy ,Min-sik Choi,actor
Oliver Twist ,Ian McNeice,actor
Oliver! ,Oliver Reed,actor
Olympus Has Fallen ,Gerard Butler,actor
On Deadly Ground ,Mike Starr,actor
On Her Majesty's Secret Service ,Telly Savalas,actor
On the Downlow ,Tatiana Suarez-Pico,actor
On the Line ,Jerry Stiller,actor
On the Outs ,Judy Marte,actor
On the Road ,Kristen Stewart,actor
On the Waterfront ,Marlon Brando,actor
Once ,Glen Hansard,actor
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,Pel?,actor
Once Upon a Time in America ,Robert De Niro,actor
Once Upon a Time in Mexico ,Johnny Depp,actor
Once Upon a Time in Queens ,Chazz Palminteri,actor
Once Upon a Time in the West ,Claudia Cardinale,actor
Ondine ,Tony Curran,actor
One Day ,Anne Hathaway,actor
One Direction: This Is Us ,Harry Styles,actor
One Flew Over the Cuckoo's Nest ,Scatman Crothers,actor
One for the Money ,Fisher Stevens,actor
One Hour Photo ,Robin Williams,actor
One Man's Hero ,Tom Berenger,actor
One Missed Call ,Johnny Lewis,actor
One Night with the King ,James Callis,actor
One to Another ,Karl E. Landler,actor
One True Thing ,Meryl Streep,actor
Ong-bak 2 ,Nirut Sirichanya,actor
Only God Forgives ,Ryan Gosling,actor
Only the Strong ,Antoni Corone,actor
Opal Dream ,Jacqueline McKenzie,actor
Open Range ,Robert Duvall,actor
Open Road ,John Savage,actor
Open Season ,Jon Favreau,actor
Open Secret ,Sheldon Leonard,actor
Open Water ,Blanchard Ryan,actor
Operation Chromite ,Liam Neeson,actor
Ordet ,Hanne Aagesen,actor
Ordinary People ,Adam Baldwin,actor
Orgazmo ,Trey Parker,actor
Original Sin ,Angelina Jolie Pitt,actor
Orphan ,Jimmy Bennett,actor
Osama ,Marina Golbahari,actor
Oscar and Lucinda ,Tom Wilkinson,actor
Osmosis Jones ,Ron Howard,actor
Ouija ,Lin Shaye,actor
Our Brand Is Crisis ,Dominic Flores,actor
Our Family Wedding ,America Ferrera,actor
Our Idiot Brother ,Zooey Deschanel,actor
Our Kind of Traitor ,Radivoje Bukvic,actor
Out Cold ,Lee Majors,actor
Out of Africa ,Meryl Streep,actor
Out of Inferno ,Louis Koo,actor
Out of Sight ,Don Cheadle,actor
Out of the Blue ,Raymond Burr,actor
Out of the Blue ,William Kircher,actor
Out of the Dark ,Stephen Rea,actor
Out of the Furnace ,Christian Bale,actor
Out of Time ,Denzel Washington,actor
Outbreak ,Kevin Spacey,actor
Outlander             ,Tobias Menzies,actor
Outside Bet ,Bob Hoskins,actor
Outside Providence ,Jonathan Brandis,actor
Over Her Dead Body ,Stephen Root,actor
Over the Hedge ,Bruce Willis,actor
Over the Hill to the Poorhouse ,Stephen Carr,actor
Owning Mahowny ,Philip Seymour Hoffman,actor
Oz the Great and Powerful ,Tim Holmes,actor
Oz the Great and Powerful ,Tim Holmes,actor
P.S. I Love You ,Gerard Butler,actor
Paa ,Vidya Balan,actor
Pacific Rim ,Charlie Hunnam,actor
Paddington ,Julie Walters,actor
Pain & Gain ,Dwayne Johnson,actor
Paint Your Wagon ,Clint Eastwood,actor
Pale Rider ,Clint Eastwood,actor
Palo Alto ,James Franco,actor
Pan ,Hugh Jackman,actor
Pan ,Hugh Jackman,actor
Pan ,Hugh Jackman,actor
Pandaemonium ,Samantha Morton,actor
Pandora's Box ,Louise Brooks,actor
Pandorum ,Norman Reedus,actor
Panic Room ,Kristen Stewart,actor
Pan's Labyrinth ,Ivana Baquero,actor
Paparazzi ,Cole Hauser,actor
Paper Towns ,Nat Wolff,actor
Paranormal Activity ,Micah Sloat,actor
Paranormal Activity 2 ,Sprague Grayden,actor
Paranormal Activity 3 ,Johanna Braddy,actor
Paranormal Activity 4 ,Matt Shively,actor
Paranormal Activity: The Marked Ones ,Richard Cabral,actor
ParaNorman ,Anna Kendrick,actor
Parental Guidance ,Bailee Madison,actor
"Paris, je t'aime ",Steve Buscemi,actor
Parker ,Jason Statham,actor
Partition ,Jimi Mistry,actor
Party Monster ,Macaulay Culkin,actor
Passchendaele ,Landon Liboiron,actor
Pat Garrett & Billy the Kid ,James Coburn,actor
Patch Adams ,Robin Williams,actor
Pathology ,John de Lancie,actor
Patriot Games ,Harrison Ford,actor
Patton ,George C. Scott,actor
Paul ,Bobby Lee,actor
Paul Blart: Mall Cop ,Erick Avari,actor
Paul Blart: Mall Cop 2 ,D.B. Woodside,actor
Pay It Forward ,Kevin Spacey,actor
Payback ,Bill Duke,actor
Paycheck ,Ivana Milicevic,actor
PCU ,Jon Favreau,actor
"Peace, Propaganda & the Promised Land ",Noam Chomsky,actor
Peaceful Warrior ,Scott Mechlowicz,actor
Pearl Harbor ,Jennifer Garner,actor
Peeples ,Tyler James Williams,actor
Peggy Sue Got Married ,Nicolas Cage,actor
Penguins of Madagascar ,Benedict Cumberbatch,actor
Penitentiary ,Leon Isaac Kennedy,actor
People I Know ,Al Pacino,actor
Perception             ,LeVar Burton,actor
Percy Jackson & the Olympians: The Lightning Thief ,Logan Lerman,actor
Percy Jackson: Sea of Monsters ,Logan Lerman,actor
Perfect Cowboy ,Charla Cochran,actor
Perfume: The Story of a Murderer ,Michael Smiley,actor
Perrier's Bounty ,Jim Broadbent,actor
Persepolis ,Catherine Deneuve,actor
Pet Sematary ,Miko Hughes,actor
Pete's Dragon ,Bryce Dallas Howard,actor
Phantasm II ,Angus Scrimm,actor
Phat Girlz ,Mo'Nique,actor
Phenomenon ,Robert Duvall,actor
Philadelphia ,Denzel Washington,actor
Philomena ,Steve Coogan,actor
Phone Booth ,Radha Mitchell,actor
Pi ,Mark Margolis,actor
Pieces of April ,Oliver Platt,actor
Pierrot le Fou ,Jean-Paul Belmondo,actor
Pineapple Express ,James Franco,actor
Pink Flamingos ,Divine,actor
Pink Narcissus ,Don Brooks,actor
Pinocchio ,Mel Blanc,actor
Piranha 3D ,Adam Scott,actor
Pirate Radio ,Philip Seymour Hoffman,actor
Pirates of the Caribbean: At World's End ,Johnny Depp,actor
Pirates of the Caribbean: Dead Man's Chest ,Johnny Depp,actor
Pirates of the Caribbean: On Stranger Tides ,Johnny Depp,actor
Pirates of the Caribbean: The Curse of the Black Pearl ,Johnny Depp,actor
Pitch Black ,Vin Diesel,actor
Pitch Perfect ,Anna Kendrick,actor
Pitch Perfect 2 ,Anna Kendrick,actor
Pixels ,Peter Dinklage,actor
Planet 51 ,Dwayne Johnson,actor
Planet of the Apes ,Cary-Hiroyuki Tagawa,actor
Planet of the Apes ,Cary-Hiroyuki Tagawa,actor
Plastic ,Mem Ferda,actor
Platoon ,Johnny Depp,actor
Play It to the Bone ,Willie Garson,actor
Playing for Keeps ,Gerard Butler,actor
Please Give ,Oliver Platt,actor
Plush ,Frances Fisher,actor
Pocahontas ,Christian Bale,actor
Pocketful of Miracles ,Ann-Margret,actor
Poetic Justice ,Janet Jackson,actor
Point Blank ,Lee Marvin,actor
Point Break ,Ray Winstone,actor
Point Break ,Ray Winstone,actor
Pok mon 3: The Movie ,Veronica Taylor,actor
Police Academy ,Steve Guttenberg,actor
Police Academy: Mission to Moscow ,Christopher Lee,actor
Polisse ,Riccardo Scamarcio,actor
Pollock ,John Heard,actor
Poltergeist ,Heather O'Rourke,actor
Poltergeist ,Heather O'Rourke,actor
Poltergeist III ,Tom Skerritt,actor
Pompeii ,Sasha Roiz,actor
Pontypool ,Stephen McHattie,actor
Ponyo ,Rumi Hiiragi,actor
Pooh's Heffalump Movie ,Kath Soucie,actor
Poolhall Junkies ,Chazz Palminteri,actor
Pootie Tang ,Wanda Sykes,actor
Porky's ,Art Hindle,actor
Poseidon ,Jimmy Bennett,actor
Post Grad ,J.K. Simmons,actor
Poultrygeist: Night of the Chicken Dead ,John Karyus,actor
Pound of Flesh ,Darren Shahlavi,actor
Practical Magic ,Goran Visnjic,actor
Preacher             ,Dominic Cooper,actor
Precious ,Mo'Nique,actor
Precious ,Mo'Nique,actor
Predator ,Shane Black,actor
Predator 2 ,Adam Baldwin,actor
Predators ,Topher Grace,actor
Prefontaine ,Kurtwood Smith,actor
Premium Rush ,Joseph Gordon-Levitt,actor
Premonition ,Nia Long,actor
Pretty Woman ,Julia Roberts,actor
Pride & Prejudice ,Talulah Riley,actor
Pride and Glory ,Jennifer Ehle,actor
Pride and Prejudice and Zombies ,Matt Smith,actor
Priest ,Josh Wingate,actor
Primary Colors ,Maura Tierney,actor
Primer ,Shane Carruth,actor
Prince of Persia: The Sands of Time ,Jake Gyllenhaal,actor
Princess Kaiulani ,Q'orianka Kilcher,actor
Princess Mononoke ,Minnie Driver,actor
Prison ,Viggo Mortensen,actor
Prisoners ,Hugh Jackman,actor
Private Benjamin ,Eileen Brennan,actor
Project Almanac ,Gary Weeks,actor
Project X ,Dax Flame,actor
Prom ,Cameron Monaghan,actor
Prom Night ,Ming-Na Wen,actor
Prometheus ,Michael Fassbender,actor
Promised Land ,Matt Damon,actor
Proof of Life ,Pamela Reed,actor
Prophecy ,Talia Shire,actor
Proud ,Aidan Quinn,actor
Psych             ,Corbin Bernsen,actor
Psycho ,Janet Leigh,actor
Psycho Beach Party ,Lauren Ambrose,actor
Public Enemies ,Johnny Depp,actor
Pulp Fiction ,Bruce Willis,actor
Pulse ,Ian Somerhalder,actor
Punch-Drunk Love ,Adam Sandler,actor
Punisher: War Zone ,Julie Benz,actor
Purple Violets ,Debra Messing,actor
Pushing Tin ,Angelina Jolie Pitt,actor
Puss in Boots ,Salma Hayek,actor
Q ,D?borah R?vy,actor
Quantum of Solace ,Giancarlo Giannini,actor
Quarantine ,Andrew Fiscella,actor
Quartet ,Luke Newberry,actor
Queen Crab ,Michelle Simone Miller,actor
Queen of the Damned ,Aaliyah,actor
Queen of the Mountains ,Elina Abai Kyzy,actor
Quest for Fire ,Rae Dawn Chong,actor
Quigley Down Under ,Alan Rickman,actor
Quills ,Kate Winslet,actor
Quincea era ,Emily Rios,actor
Quo Vadis ,Peter Ustinov,actor
R.I.P.D. ,Ryan Reynolds,actor
R.L. Stine's Monsterville: The Cabinet of Souls ,Katherine McNamara,actor
R100 ,Lindsay Kay Hayward,actor
Rabbit Hole ,Dianne Wiest,actor
Rabbit-Proof Fence ,Roy Billing,actor
Race ,William Hurt,actor
Race to Witch Mountain ,Dwayne Johnson,actor
Rachel Getting Married ,Anne Hathaway,actor
Racing Stripes ,Bruce Greenwood,actor
Radio ,Alfre Woodard,actor
Radio Days ,Mike Starr,actor
Radio Flyer ,Adam Baldwin,actor
Raging Bull ,Robert De Niro,actor
Raiders of the Lost Ark ,Harrison Ford,actor
Rain Man ,Tom Cruise,actor
Raise the Titanic ,M. Emmet Walsh,actor
Raise Your Voice ,Oliver James,actor
Raising Cain ,Steven Bauer,actor
Raising Helen ,Amber Valletta,actor
Raising Victor Vargas ,Victor Rasuk,actor
Ramanujan ,Mani Bharathi,actor
Rambo III ,Sylvester Stallone,actor
Rambo: First Blood Part II ,Sylvester Stallone,actor
Ramona and Beezus ,Sierra McCormick,actor
Rampage ,Matt Frewer,actor
Random Hearts ,Harrison Ford,actor
Rang De Basanti ,Anupam Kher,actor
Rango ,Johnny Depp,actor
Ransom ,Lili Taylor,actor
Rapa Nui ,Esai Morales,actor
Rat Race ,Corinna Harney,actor
Ratatouille ,Janeane Garofalo,actor
Ravenous ,Jeremy Davies,actor
Ray ,Bokeem Woodbine,actor
Raymond Did It ,Elissa Dowling,actor
Ready to Rumble ,Oliver Platt,actor
Real Steel ,Hugh Jackman,actor
Real Women Have Curves ,America Ferrera,actor
Rebecca ,Laurence Olivier,actor
Recess: School's Out ,Diedrich Bader,actor
RED ,Bruce Willis,actor
RED 2 ,Bruce Willis,actor
Red Cliff ,Takeshi Kaneshiro,actor
Red Dawn ,Lea Thompson,actor
Red Dog ,Noah Taylor,actor
Red Dragon ,Philip Seymour Hoffman,actor
Red Eye ,Robert Pine,actor
Red Lights ,Robert De Niro,actor
Red Planet ,Bob Neill,actor
Red Riding Hood ,Gary Oldman,actor
Red Riding: In the Year of Our Lord 1974 ,Andrew Garfield,actor
Red River ,Montgomery Clift,actor
Red Sky ,Martin Kove,actor
Red Sonja ,Ernie Reyes Jr.,actor
Red State ,Anna Gunn,actor
Red Tails ,David Oyelowo,actor
Redacted ,Mike Figueroa,actor
Redbelt ,Alice Braga,actor
Redemption Road ,Tom Skerritt,actor
Reds ,Paul Sorvino,actor
Regression ,Emma Watson,actor
Reign of Assassins ,Woo-sung Jung,actor
Reign of Fire ,Christian Bale,actor
Reign Over Me ,Adam Sandler,actor
Reindeer Games ,Charlize Theron,actor
Re-Kill ,Daniella Alonso,actor
Religulous ,Bill Maher,actor
Remember Me ,Robert Pattinson,actor
"Remember Me, My Love ",Laura Morante,actor
Remember the Titans ,Ryan Gosling,actor
Renaissance ,Romola Garai,actor
Renaissance Man ,Ed Begley Jr.,actor
Rendition ,J.K. Simmons,actor
Reno 911!: Miami ,Wendi McLendon-Covey,actor
Rent ,Rosario Dawson,actor
Repo Man ,Del Zamora,actor
Repo Men ,Alice Braga,actor
Repo! The Genetic Opera ,Alexa PenaVega,actor
Requiem for a Dream ,Ellen Burstyn,actor
Rescue Dawn ,Christian Bale,actor
Reservoir Dogs ,Quentin Tarantino,actor
Resident Evil ,Milla Jovovich,actor
Resident Evil: Afterlife ,Milla Jovovich,actor
Resident Evil: Apocalypse ,Milla Jovovich,actor
Resident Evil: Extinction ,Milla Jovovich,actor
Resident Evil: Retribution ,Milla Jovovich,actor
Restless ,Rufus Sewell,actor
Restoration ,Zack Ward,actor
Resurrecting the Champ ,Harry Lennix,actor
Return of the Living Dead III ,Melinda Clarke,actor
Return to Me ,Minnie Driver,actor
Return to Never Land ,Roger Rees,actor
Return to Oz ,Piper Laurie,actor
Return to the Blue Lagoon ,Milla Jovovich,actor
Revolution             ,Billy Burke,actor
Revolutionary Road ,Leonardo DiCaprio,actor
Ri hie Ri h ,Macaulay Culkin,actor
Richard III ,Robert Downey Jr.,actor
Riddick ,Vin Diesel,actor
Ride Along ,Bruce McGill,actor
Ride Along 2 ,Olivia Munn,actor
Ride with the Devil ,Jeremy W. Auman,actor
Riding Giants ,Gerry Lopez,actor
Riding in Cars with Boys ,Rosie Perez,actor
Righteous Kill ,Robert De Niro,actor
Rio ,Anne Hathaway,actor
Rio 2 ,Miguel Ferrer,actor
Ripley's Game ,Ray Winstone,actor
Rise of the Entrepreneur: The Search for a Better Way ,Bob Proctor,actor
Rise of the Guardians ,Hugh Jackman,actor
Rise of the Planet of the Apes ,James Franco,actor
Risen ,Peter Firth,actor
River's Edge ,Keanu Reeves,actor
Rize ,Kevin Scott Richardson,actor
Road Hard ,Jay Mohr,actor
Road House ,Ben Gazzara,actor
Road to Perdition ,Tom Hanks,actor
Road Trip ,Ethan Suplee,actor
Roadside ,Jack E. Curenton,actor
Roadside Romeo ,Saif Ali Khan,actor
Roar ,Tippi Hedren,actor
Rob Roy ,Liam Neeson,actor
Robin and Marian ,Robert Shaw,actor
Robin Hood ,Mark Addy,actor
Robin Hood: Prince of Thieves ,Alan Rickman,actor
RoboCop ,Gary Oldman,actor
RoboCop ,Gary Oldman,actor
RoboCop 3 ,CCH Pounder,actor
Robot & Frank ,Frank Langella,actor
Robot Chicken             ,Matthew Senreich,actor
Robots ,Jim Broadbent,actor
Rock of Ages ,James Martin Kelly,actor
Rock Star ,Beth Grant,actor
Rockaway ,Nicholas Gonzalez,actor
Rocket Singh: Salesman of the Year ,Ranbir Kapoor,actor
RocknRolla ,Tom Hardy,actor
Rocky ,Sylvester Stallone,actor
Rocky Balboa ,Sylvester Stallone,actor
Rodeo Girl ,Carrie Bradstreet,actor
Roger & Me ,Michael Moore,actor
Rogue             ,Cole Hauser,actor
Role Models ,Joe Lo Truglio,actor
Roll Bounce ,Jurnee Smollett-Bell,actor
Rollerball ,LL Cool J,actor
Romance & Cigarettes ,Kate Winslet,actor
Romantic Schemer ,Diane Sorrentino,actor
Romeo + Juliet ,Leonardo DiCaprio,actor
Romeo Is Bleeding ,Gary Oldman,actor
Romeo Must Die ,Jet Li,actor
Ronin ,Robert De Niro,actor
Room ,Joan Allen,actor
Rosemary's Baby ,John Cassavetes,actor
Rosewater ,Numan Acar,actor
Rotor DR1 ,Tom E. Nicholson,actor
Rounders ,Matt Damon,actor
Royal Kill ,Lalaine,actor
Rubber ,Haley Ramm,actor
Ruby in Paradise ,Allison Dean,actor
Rudderless ,Billy Crudup,actor
Rugrats Go Wild ,Elizabeth Daily,actor
Rugrats in Paris: The Movie ,Elizabeth Daily,actor
Rules of Engagement             ,Bianca Kajlich,actor
Rumble in the Bronx ,Fran?oise Yip,actor
Run All Night ,Liam Neeson,actor
Run Lola Run ,Moritz Bleibtreu,actor
"Run, Fatboy, Run ",Dylan Moran,actor
"Run, Hide, Die ",Julianne Gabert,actor
Runaway Bride ,Julia Roberts,actor
Runner Runner ,Justin Timberlake,actor
Running Forever ,David Raizor,actor
Running Scared ,Paul Walker,actor
Running with Scissors ,Jill Clayburgh,actor
Rush ,Chris Hemsworth,actor
Rush Hour             ,Jon Foo,actor
Rush Hour 2 ,Mei Melan?on,actor
Rush Hour 3 ,Tzi Ma,actor
Rushmore ,Bill Murray,actor
Rust ,Corbin Bernsen,actor
S.W.A.T. ,Jeremy Renner,actor
Sabotage ,Mireille Enos,actor
Sabotage ,Mireille Enos,actor
"Sabrina, the Teenage Witch             ",Nate Richert,actor
Safe ,Jason Statham,actor
Safe Haven ,David Lyons,actor
Safe House ,Denzel Washington,actor
Safe Men ,Harvey Fierstein,actor
Safety Not Guaranteed ,Mary Lynn Rajskub,actor
Sahara ,Matthew McConaughey,actor
Saint John of Las Vegas ,Peter Dinklage,actor
Saint Ralph ,Campbell Scott,actor
Saints and Soldiers ,Corbin Allred,actor
Salt ,Angelina Jolie Pitt,actor
Salvador ,Jim Belushi,actor
Salvation Boulevard ,Jim Gaffigan,actor
Samsara ,Collin Alfredo St. Dic,actor
San Andreas ,Dwayne Johnson,actor
Sanctuary; Quite a Conundrum ,Julianna Pitt,actor
Sanctum ,Ioan Gruffudd,actor
Sands of Iwo Jima ,James Brown,actor
Sarah's Key ,Kristin Scott Thomas,actor
Sardaar Ji ,Bhavkhandan Singh Rakhra,actor
Sausage Party ,James Franco,actor
Savage Grace ,Eddie Redmayne,actor
Savages ,Demi?n Bichir,actor
Save the Last Dance ,Sean Patrick Thomas,actor
Saved! ,Macaulay Culkin,actor
Saving Face ,Joan Chen,actor
Saving Grace             ,Holly Hunter,actor
Saving Grace             ,Holly Hunter,actor
Saving Mr. Banks ,Tom Hanks,actor
Saving Private Perez ,Jaime Camil,actor
Saving Private Ryan ,Tom Hanks,actor
Saving Silverman ,Amanda Detmer,actor
Saw ,Michael Emerson,actor
Saw 3D: The Final Chapter ,Costas Mandylor,actor
Saw II ,Emmanuelle Vaugier,actor
Saw III ,Costas Mandylor,actor
Saw IV ,Costas Mandylor,actor
Saw V ,Julie Benz,actor
Saw VI ,Costas Mandylor,actor
Say It Isn't So ,Eddie Cibrian,actor
Scarface ,Al Pacino,actor
Scary Movie 2 ,Natasha Lyonne,actor
Scary Movie 3 ,Regina Hall,actor
Scary Movie 4 ,Beau Mirchoff,actor
Scary Movie 5 ,Marisa Saks,actor
Schindler's List ,Liam Neeson,actor
School Daze ,Tisha Campbell-Martin,actor
School for Scoundrels ,Jon Heder,actor
School of Rock ,Miranda Cosgrove,actor
Scooby-Doo ,Sarah Michelle Gellar,actor
Scooby-Doo 2: Monsters Unleashed ,Sarah Michelle Gellar,actor
Scoop ,Scarlett Johansson,actor
Scott Pilgrim vs. the World ,Anna Kendrick,actor
Scott Walker: 30 Century Man ,Brian Eno,actor
Scream ,David Arquette,actor
Scream 2 ,Omar Epps,actor
Scream 3 ,Kelly Rutherford,actor
Scream 4 ,Alison Brie,actor
Scream: The TV Series             ,Bex Taylor-Klaus,actor
Screwed ,Sarah Silverman,actor
Scrooged ,Bill Murray,actor
Se7en ,Morgan Freeman,actor
Sea of Love ,Al Pacino,actor
Sea Rex 3D: Journey to a Prehistoric World ,Norbert Ferrer,actor
Seabiscuit ,Jeff Bridges,actor
Secondhand Lions ,Haley Joel Osment,actor
Secret in Their Eyes ,Julia Roberts,actor
Secret Window ,Johnny Depp,actor
Secretariat ,Scott Glenn,actor
Secretary ,Jeremy Davies,actor
Secrets and Lies             ,Dan Fogler,actor
See Spot Run ,Leslie Bibb,actor
Seed of Chucky ,Jason Flemyng,actor
Seeking a Friend for the End of the World ,Steve Carell,actor
Selena ,Jon Seda,actor
Self/less ,Ryan Reynolds,actor
Selma ,David Oyelowo,actor
Semi-Pro ,Will Ferrell,actor
Sense and Sensibility ,Alan Rickman,actor
September Dawn ,Jon Gries,actor
Serendipity ,Lilli Lavine,actor
Serenity ,Adam Baldwin,actor
Serial Mom ,Kathleen Turner,actor
Serving Sara ,Matthew Perry,actor
Session 9 ,Paul Guilfoyle,actor
Set It Off ,Vivica A. Fox,actor
Seven Pounds ,Will Smith,actor
Seven Psychopaths ,Abbie Cornish,actor
Seven Samurai ,Takashi Shimura,actor
Seven Years in Tibet ,Brad Pitt,actor
Seventh Son ,Jeff Bridges,actor
Severance ,Danny Dyer,actor
Sex and the City             ,Chris Noth,actor
Sex and the City 2 ,Chris Noth,actor
Sex Drive ,Katrina Bowden,actor
Sex Tape ,James Wilcox,actor
"Sex, Lies, and Videotape ",Peter Gallagher,actor
Sexy Beast ,Ray Winstone,actor
Sgt. Bilko ,Austin Pendleton,actor
Shade ,Glenn Plummer,actor
Shadow Conspiracy ,Sam Waterston,actor
Shadow of the Vampire ,Eddie Izzard,actor
Shadowlands ,Anthony Hopkins,actor
Shaft ,Christian Bale,actor
Shakespeare in Love ,Tom Wilkinson,actor
Shalako ,Brigitte Bardot,actor
Shall We Dance ,Lisa Ann Walter,actor
Shallow Hal ,Jason Alexander,actor
Shame ,Michael Fassbender,actor
Shanghai Calling ,Alan Ruck,actor
Shanghai Knights ,Fann Wong,actor
Shanghai Noon ,Xander Berkeley,actor
Shanghai Surprise ,Victor Wong,actor
Shaolin Soccer ,Wei Zhao,actor
Shark Lake ,Melissa Bolona,actor
Shark Night 3D ,Chris Zylka,actor
Shark Tale ,Robert De Niro,actor
Sharknado ,Ian Ziering,actor
